Fechas,Global_Avg,Difusa_Avg,Directa_Avg
2017-10-12 00:00:00,21752490.0,10003890.0,21752490.0
2017-10-13 00:00:00,30662120.0,3787393.0,30662120.0
2017-10-14 00:00:00,30329230.0,3249025.0,30329230.0
2017-10-15 00:00:00,31297020.0,2830662.0,31297020.0
2017-10-16 00:00:00,30552680.0,3611106.0,30552680.0
2017-10-17 00:00:00,25584280.0,7242942.0,25584280.0
2017-10-18 00:00:00,18780210.0,12149580.0,18780210.0
2017-10-19 00:00:00,17272250.0,4227510.0,17272250.0
2017-10-20 00:00:00,-2225.71,-1778.048,-2225.71
2017-10-21 00:00:00,7176095.0,5467249.0,7176095.0
2017-10-22 00:00:00,32066400.0,3322821.0,32066400.0
2017-10-23 00:00:00,31078920.0,7685604.0,31078920.0
2017-10-24 00:00:00,30686290.0,5515474.0,30686290.0
2017-10-25 00:00:00,32142310.0,3786212.0,32142310.0
2017-10-26 00:00:00,31800270.0,4077397.0,31800270.0
2017-10-27 00:00:00,30104880.0,7319212.0,30104880.0
2017-10-28 00:00:00,31360840.0,7127517.0,31360840.0
2017-10-29 00:00:00,28456470.0,7553361.0,28456470.0
2017-10-30 00:00:00,191289.60000000001,67820.649999999994,191289.60000000001
2017-10-31 00:00:00,33565220.0,3501912.0,33565220.0
2017-11-01 00:00:00,21159120.0,13138060.0,21159120.0
2017-11-02 00:00:00,8002785.0,6118223.0,8002785.0
2017-11-03 00:00:00,21886030.0,9784962.0,21886030.0
2017-11-04 00:00:00,24664230.0,9807377.0,24664230.0
2017-11-05 00:00:00,11665210.0,8882737.0,11665210.0
2017-11-06 00:00:00,31872410.0,6380788.0,31872410.0
2017-11-07 00:00:00,18170910.0,11068830.0,18170910.0
2017-11-08 00:00:00,15608590.0,10716760.0,15608590.0
2017-11-09 00:00:00,26445450.0,12736320.0,26445450.0
2017-11-10 00:00:00,33727350.0,3678644.0,33727350.0
2017-11-11 00:00:00,34417480.0,3142956.0,34417480.0
2017-11-12 00:00:00,35663440.0,3053249.0,35663440.0
