Fechas,Temperatura
2017/5/10 19:40:00,14.24
2017/5/10 19:50:00,14.38
2017/5/10 20:00:00,14.38
2017/5/10 20:10:00,14.49
2017/5/10 20:20:00,14.39
2017/5/10 20:30:00,14.18
2017/5/10 20:40:00,14.05
2017/5/10 20:50:00,13.99
2017/5/10 21:00:00,14.11
2017/5/10 21:10:00,14.14
2017/5/10 21:20:00,14.3
2017/5/10 21:30:00,14.02
2017/5/10 21:40:00,13.86
2017/5/10 21:50:00,13.72
2017/5/10 22:00:00,13.56
2017/5/10 22:10:00,13.44
2017/5/10 22:20:00,13.48
2017/5/10 22:30:00,13.54
2017/5/10 22:40:00,13.63
2017/5/10 22:50:00,13.5
2017/5/10 23:00:00,13.67
2017/5/10 23:10:00,13.67
2017/5/10 23:20:00,13.58
2017/5/10 23:30:00,13.51
2017/5/10 23:40:00,13.39
2017/5/10 23:50:00,13.35
2017/5/11 0:00:00,13.49
2017/5/11 0:10:00,13.5
2017/5/11 0:20:00,13.32
2017/5/11 0:30:00,13.49
2017/5/11 0:40:00,13.34
2017/5/11 0:50:00,13.22
2017/5/11 1:00:00,13.46
2017/5/11 1:10:00,13.27
2017/5/11 1:20:00,12.68
2017/5/11 1:30:00,12.31
2017/5/11 1:40:00,12.05
2017/5/11 1:50:00,12.03
2017/5/11 2:00:00,12.04
2017/5/11 2:10:00,12.11
2017/5/11 2:20:00,12.16
2017/5/11 2:30:00,12.03
2017/5/11 2:40:00,11.93
2017/5/11 2:50:00,12.17
2017/5/11 3:00:00,12.51
2017/5/11 3:10:00,12.54
2017/5/11 3:20:00,12.52
2017/5/11 3:30:00,12.52
2017/5/11 3:40:00,12.74
2017/5/11 3:50:00,12.76
2017/5/11 4:00:00,12.49
2017/5/11 4:10:00,12.27
2017/5/11 4:20:00,12.38
2017/5/11 4:30:00,12.36
2017/5/11 4:40:00,12.27
2017/5/11 4:50:00,12.18
2017/5/11 5:00:00,12.23
2017/5/11 5:10:00,12.08
2017/5/11 5:20:00,12
2017/5/11 5:30:00,11.82
2017/5/11 5:40:00,12.29
2017/5/11 5:50:00,12.17
2017/5/11 6:00:00,12.33
2017/5/11 6:10:00,12.28
2017/5/11 6:20:00,12.26
2017/5/11 6:30:00,11.62
2017/5/11 6:40:00,11.35
2017/5/11 6:50:00,11.26
2017/5/11 7:00:00,11.62
2017/5/11 7:10:00,11.76
2017/5/11 7:20:00,11.8
2017/5/11 7:30:00,12.32
2017/5/11 7:40:00,12.64
2017/5/11 7:50:00,12.3
2017/5/11 8:00:00,12.3
2017/5/11 8:10:00,12.18
2017/5/11 8:20:00,12.33
2017/5/11 8:30:00,12.96
2017/5/11 8:40:00,12.81
2017/5/11 8:50:00,11.96
2017/5/11 9:00:00,11.65
2017/5/11 9:10:00,12.21
2017/5/11 9:20:00,12.45
2017/5/11 9:30:00,12.14
2017/5/11 9:40:00,11.94
2017/5/11 9:50:00,11.83
2017/5/11 10:00:00,11.39
2017/5/11 10:10:00,11.5
2017/5/11 10:20:00,11.1
2017/5/11 10:30:00,11.36
2017/5/11 10:40:00,11.12
2017/5/11 10:50:00,11.31
2017/5/11 11:00:00,11.33
2017/5/11 11:10:00,11.69
2017/5/11 11:20:00,12.2
2017/5/11 11:30:00,12.09
2017/5/11 11:40:00,12.21
2017/5/11 11:50:00,12.13
2017/5/11 12:00:00,11.99
2017/5/11 12:10:00,12.56
2017/5/11 12:20:00,12.9
2017/5/11 12:30:00,13.16
2017/5/11 12:40:00,13.61
2017/5/11 12:50:00,13.63
2017/5/11 13:00:00,13.82
2017/5/11 13:10:00,14.04
2017/5/11 13:20:00,14.04
2017/5/11 13:30:00,13.8
2017/5/11 13:40:00,13.45
2017/5/11 13:50:00,12.92
2017/5/11 14:00:00,12.53
2017/5/11 14:10:00,12.56
2017/5/11 14:20:00,12.73
2017/5/11 14:30:00,12.86
2017/5/11 14:40:00,13.37
2017/5/11 14:50:00,13.48
2017/5/11 15:00:00,13.12
2017/5/11 15:10:00,13.01
2017/5/11 15:20:00,12.82
2017/5/11 15:30:00,12.62
2017/5/11 15:40:00,12.54
2017/5/11 15:50:00,12.51
2017/5/11 16:00:00,12.32
2017/5/11 16:10:00,12.27
2017/5/11 16:20:00,12.48
2017/5/11 16:30:00,12.31
2017/5/11 16:40:00,12.55
2017/5/11 16:50:00,12.73
2017/5/11 17:00:00,12.5
2017/5/11 17:10:00,12.9
2017/5/11 17:20:00,12.88
2017/5/11 17:30:00,12.89
2017/5/11 17:40:00,12.84
2017/5/11 17:50:00,12.75
2017/5/11 18:00:00,12.27
2017/5/11 18:10:00,12.32
2017/5/11 18:20:00,12.12
2017/5/11 18:30:00,12.28
2017/5/11 18:40:00,12.49
2017/5/11 18:50:00,12.38
2017/5/11 19:00:00,12.61
2017/5/11 19:10:00,12.24
2017/5/11 19:20:00,12.08
2017/5/11 19:30:00,12.11
2017/5/11 19:40:00,11.91
2017/5/11 19:50:00,11.63
2017/5/11 20:00:00,11.77
2017/5/11 20:10:00,11.64
2017/5/11 20:20:00,11.46
2017/5/11 20:30:00,11.4
2017/5/11 20:40:00,11.49
2017/5/11 20:50:00,11.26
2017/5/11 21:00:00,11.03
2017/5/11 21:10:00,10.99
2017/5/11 21:20:00,11
2017/5/11 21:30:00,11.14
2017/5/11 21:40:00,11.23
2017/5/11 21:50:00,10.74
2017/5/11 22:00:00,10.5
2017/5/11 22:10:00,10.44
2017/5/11 22:20:00,10.31
2017/5/11 22:30:00,10.21
2017/5/11 22:40:00,10.33
2017/5/11 22:50:00,10.37
2017/5/11 23:00:00,10.43
2017/5/11 23:10:00,10.48
2017/5/11 23:20:00,10.48
2017/5/11 23:30:00,10.43
2017/5/11 23:40:00,10.53
2017/5/11 23:50:00,10.57
2017/5/12 0:00:00,10.64
2017/5/12 0:10:00,10.55
2017/5/12 0:20:00,10.65
2017/5/12 0:30:00,10.69
2017/5/12 0:40:00,10.69
2017/5/12 0:50:00,10.68
2017/5/12 1:00:00,10.54
2017/5/12 1:10:00,10.51
2017/5/12 1:20:00,10.57
2017/5/12 1:30:00,10.67
2017/5/12 1:40:00,10.56
2017/5/12 1:50:00,10.6
2017/5/12 2:00:00,10.63
2017/5/12 2:10:00,10.58
2017/5/12 2:20:00,10.71
2017/5/12 2:30:00,10.68
2017/5/12 2:40:00,10.82
2017/5/12 2:50:00,10.84
2017/5/12 3:00:00,10.94
2017/5/12 3:10:00,10.93
2017/5/12 3:20:00,10.92
2017/5/12 3:30:00,10.98
2017/5/12 3:40:00,11.36
2017/5/12 3:50:00,11.82
2017/5/12 4:00:00,11.53
2017/5/12 4:10:00,10.94
2017/5/12 4:20:00,11.13
2017/5/12 4:30:00,11.24
2017/5/12 4:40:00,11.21
2017/5/12 4:50:00,11.25
2017/5/12 5:00:00,11.48
2017/5/12 5:10:00,11.65
2017/5/12 5:20:00,11.61
2017/5/12 5:30:00,11.46
2017/5/12 5:40:00,11.48
2017/5/12 5:50:00,11.68
2017/5/12 6:00:00,11.82
2017/5/12 6:10:00,11.47
2017/5/12 6:20:00,11.41
2017/5/12 6:30:00,11.67
2017/5/12 6:40:00,11.97
2017/5/12 6:50:00,12.26
2017/5/12 7:00:00,12
2017/5/12 7:10:00,12.07
2017/5/12 7:20:00,12.38
2017/5/12 7:30:00,12.49
2017/5/12 7:40:00,12.24
2017/5/12 7:50:00,11.89
2017/5/12 8:00:00,11.77
2017/5/12 8:10:00,11.53
2017/5/12 8:20:00,11.4
2017/5/12 8:30:00,11.47
2017/5/12 8:40:00,11.69
2017/5/12 8:50:00,12.06
2017/5/12 9:00:00,12.15
2017/5/12 9:10:00,11.75
2017/5/12 9:20:00,11.51
2017/5/12 9:30:00,11.44
2017/5/12 9:40:00,11.26
2017/5/12 9:50:00,11.88
2017/5/12 10:00:00,12.3
2017/5/12 10:10:00,12.74
2017/5/12 10:20:00,13.23
2017/5/12 10:30:00,12.73
2017/5/12 10:40:00,12.79
2017/5/12 10:50:00,13.35
2017/5/12 11:00:00,13.08
2017/5/12 11:10:00,13.02
2017/5/12 11:20:00,12.64
2017/5/12 11:30:00,12.51
2017/5/12 11:40:00,12.57
2017/5/12 11:50:00,12.54
2017/5/12 12:00:00,12.72
2017/5/12 12:10:00,13.12
2017/5/12 12:20:00,13.37
2017/5/12 12:30:00,13.77
2017/5/12 12:40:00,13.95
2017/5/12 12:50:00,14.25
2017/5/12 13:00:00,14.34
2017/5/12 13:10:00,15.05
2017/5/12 13:20:00,15.02
2017/5/12 13:30:00,14.76
2017/5/12 13:40:00,15.04
2017/5/12 13:50:00,15.13
2017/5/12 14:00:00,15.31
2017/5/12 14:10:00,15.8
2017/5/12 14:20:00,16.19
2017/5/12 14:30:00,16.35
2017/5/12 14:40:00,16.38
2017/5/12 14:50:00,16.94
2017/5/12 15:00:00,17.03
2017/5/12 15:10:00,17.09
2017/5/12 15:20:00,17.2
2017/5/12 15:30:00,17.4
2017/5/12 15:40:00,16.98
2017/5/12 15:50:00,17.24
2017/5/12 16:00:00,17.18
2017/5/12 16:10:00,17.22
2017/5/12 16:20:00,17.44
2017/5/12 16:30:00,17.37
2017/5/12 16:40:00,16.75
2017/5/12 16:50:00,16.62
2017/5/12 17:00:00,16.45
2017/5/12 17:10:00,16.32
2017/5/12 17:20:00,16.13
2017/5/12 17:30:00,16
2017/5/12 17:40:00,15.92
2017/5/12 17:50:00,15.84
2017/5/12 18:00:00,15.81
2017/5/12 18:10:00,15.76
2017/5/12 18:20:00,15.64
2017/5/12 18:30:00,15.6
2017/5/12 18:40:00,15.55
2017/5/12 18:50:00,15.5
2017/5/12 19:00:00,15.36
2017/5/12 19:10:00,15.24
2017/5/12 19:20:00,15.23
2017/5/12 19:30:00,15.18
2017/5/12 19:40:00,15.14
2017/5/12 19:50:00,15.19
2017/5/12 20:00:00,14.83
2017/5/12 20:10:00,14.58
2017/5/12 20:20:00,14.63
2017/5/12 20:30:00,14.7
2017/5/12 20:40:00,14.56
2017/5/12 20:50:00,14.21
2017/5/12 21:00:00,14.3
2017/5/12 21:10:00,14.56
2017/5/12 21:20:00,14.66
2017/5/12 21:30:00,14.69
2017/5/12 21:40:00,14.44
2017/5/12 21:50:00,14.4
2017/5/12 22:00:00,14.38
2017/5/12 22:10:00,14.23
2017/5/12 22:20:00,14.16
2017/5/12 22:30:00,14.14
2017/5/12 22:40:00,14.07
2017/5/12 22:50:00,13.96
2017/5/12 23:00:00,14.08
2017/5/12 23:10:00,14.07
2017/5/12 23:20:00,13.74
2017/5/12 23:30:00,13.47
2017/5/12 23:40:00,13.33
2017/5/12 23:50:00,13.46
2017/5/13 0:00:00,13.39
2017/5/13 0:10:00,13.39
2017/5/13 0:20:00,13.37
2017/5/13 0:30:00,13.16
2017/5/13 0:40:00,13.06
2017/5/13 0:50:00,13.19
2017/5/13 1:00:00,13.03
2017/5/13 1:10:00,13.08
2017/5/13 1:20:00,13.12
2017/5/13 1:30:00,13.07
2017/5/13 1:40:00,13.1
2017/5/13 1:50:00,13.04
2017/5/13 2:00:00,13.11
2017/5/13 2:10:00,13.06
2017/5/13 2:20:00,13.18
2017/5/13 2:30:00,13.04
2017/5/13 2:40:00,12.67
2017/5/13 2:50:00,12.46
2017/5/13 3:00:00,12.64
2017/5/13 3:10:00,12.72
2017/5/13 3:20:00,12.71
2017/5/13 3:30:00,12.76
2017/5/13 3:40:00,12.86
2017/5/13 3:50:00,12.72
2017/5/13 4:00:00,12.57
2017/5/13 4:10:00,12.78
2017/5/13 4:20:00,12.74
2017/5/13 4:30:00,12.86
2017/5/13 4:40:00,12.55
2017/5/13 4:50:00,12.48
2017/5/13 5:00:00,12.07
2017/5/13 5:10:00,11.95
2017/5/13 5:20:00,12.25
2017/5/13 5:30:00,12.25
2017/5/13 5:40:00,12.29
2017/5/13 5:50:00,12.19
2017/5/13 6:00:00,12.23
2017/5/13 6:10:00,12.38
2017/5/13 6:20:00,12.51
2017/5/13 6:30:00,12.65
2017/5/13 6:40:00,12.73
2017/5/13 6:50:00,12.9
2017/5/13 7:00:00,12.83
2017/5/13 7:10:00,12.93
2017/5/13 7:20:00,12.86
2017/5/13 7:30:00,13.02
2017/5/13 7:40:00,13.1
2017/5/13 7:50:00,13.14
2017/5/13 8:00:00,13.44
2017/5/13 8:10:00,13.56
2017/5/13 8:20:00,13.15
2017/5/13 8:30:00,12.87
2017/5/13 8:40:00,12.41
2017/5/13 8:50:00,12.65
2017/5/13 9:00:00,12.83
2017/5/13 9:10:00,13.17
2017/5/13 9:20:00,13.3
2017/5/13 9:30:00,13.22
2017/5/13 9:40:00,13.04
2017/5/13 9:50:00,12.66
2017/5/13 10:00:00,13.09
2017/5/13 10:10:00,13.56
2017/5/13 10:20:00,13.66
2017/5/13 10:30:00,13.93
2017/5/13 10:40:00,14.18
2017/5/13 10:50:00,14.39
2017/5/13 11:00:00,15.04
2017/5/13 11:10:00,15.15
2017/5/13 11:20:00,15.41
2017/5/13 11:30:00,15.68
2017/5/13 11:40:00,15.86
2017/5/13 11:50:00,16.17
2017/5/13 12:00:00,16.53
2017/5/13 12:10:00,16.98
2017/5/13 12:20:00,17.38
2017/5/13 12:30:00,17.39
2017/5/13 12:40:00,17.82
2017/5/13 12:50:00,17.71
2017/5/13 13:00:00,17.78
2017/5/13 13:10:00,18.06
2017/5/13 13:20:00,18.58
2017/5/13 13:30:00,18.68
2017/5/13 13:40:00,18.52
2017/5/13 13:50:00,18.8
2017/5/13 14:00:00,18.63
2017/5/13 14:10:00,18.82
2017/5/13 14:20:00,18.68
2017/5/13 14:30:00,18.93
2017/5/13 14:40:00,19.3
2017/5/13 14:50:00,19.22
2017/5/13 15:00:00,18.98
2017/5/13 15:10:00,18.8
2017/5/13 15:20:00,18.67
2017/5/13 15:30:00,18.73
2017/5/13 15:40:00,18.85
2017/5/13 15:50:00,19.14
2017/5/13 16:00:00,19.16
2017/5/13 16:10:00,18.94
2017/5/13 16:20:00,19.22
2017/5/13 16:30:00,19.31
2017/5/13 16:40:00,19.32
2017/5/13 16:50:00,19.36
2017/5/13 17:00:00,19.11
2017/5/13 17:10:00,19
2017/5/13 17:20:00,18.75
2017/5/13 17:30:00,18.42
2017/5/13 17:40:00,18.26
2017/5/13 17:50:00,18.14
2017/5/13 18:00:00,17.97
2017/5/13 18:10:00,17.57
2017/5/13 18:20:00,17.3
2017/5/13 18:30:00,17.16
2017/5/13 18:40:00,16.97
2017/5/13 18:50:00,16.71
2017/5/13 19:00:00,16.6
2017/5/13 19:10:00,16.44
2017/5/13 19:20:00,16.15
2017/5/13 19:30:00,16.01
2017/5/13 19:40:00,15.83
2017/5/13 19:50:00,15.7
2017/5/13 20:00:00,15.59
2017/5/13 20:10:00,15.53
2017/5/13 20:20:00,15.4
2017/5/13 20:30:00,15.12
2017/5/13 20:40:00,14.94
2017/5/13 20:50:00,14.9
2017/5/13 21:00:00,14.9
2017/5/13 21:10:00,14.76
2017/5/13 21:20:00,14.63
2017/5/13 21:30:00,14.67
2017/5/13 21:40:00,14.67
2017/5/13 21:50:00,14.64
2017/5/13 22:00:00,14.36
2017/5/13 22:10:00,14.27
2017/5/13 22:20:00,14.04
2017/5/13 22:30:00,14
2017/5/13 22:40:00,14
2017/5/13 22:50:00,14.04
2017/5/13 23:00:00,13.87
2017/5/13 23:10:00,13.76
2017/5/13 23:20:00,13.74
2017/5/13 23:30:00,13.76
2017/5/13 23:40:00,13.84
2017/5/13 23:50:00,13.87
2017/5/14 0:00:00,13.94
2017/5/14 0:10:00,14.02
2017/5/14 0:20:00,14.13
2017/5/14 0:30:00,14.07
2017/5/14 0:40:00,14
2017/5/14 0:50:00,13.72
2017/5/14 1:00:00,13.4
2017/5/14 1:10:00,13.51
2017/5/14 1:20:00,13.62
2017/5/14 1:30:00,13.58
2017/5/14 1:40:00,13.66
2017/5/14 1:50:00,13.63
2017/5/14 2:00:00,13.51
2017/5/14 2:10:00,13.55
2017/5/14 2:20:00,13.54
2017/5/14 2:30:00,13.27
2017/5/14 2:40:00,13.12
2017/5/14 2:50:00,13.13
2017/5/14 3:00:00,12.95
2017/5/14 3:10:00,12.81
2017/5/14 3:20:00,12.87
2017/5/14 3:30:00,12.84
2017/5/14 3:40:00,12.91
2017/5/14 3:50:00,12.98
2017/5/14 4:00:00,12.5
2017/5/14 4:10:00,12.43
2017/5/14 4:20:00,12.63
2017/5/14 4:30:00,12.15
2017/5/14 4:40:00,11.62
2017/5/14 4:50:00,11.86
2017/5/14 5:00:00,11.66
2017/5/14 5:10:00,11.33
2017/5/14 5:20:00,11.25
2017/5/14 5:30:00,11.19
2017/5/14 5:40:00,11.32
2017/5/14 5:50:00,11.77
2017/5/14 6:00:00,11.79
2017/5/14 6:10:00,11.91
2017/5/14 6:20:00,12.13
2017/5/14 6:30:00,12.23
2017/5/14 6:40:00,12.41
2017/5/14 6:50:00,12.5
2017/5/14 7:00:00,12.64
2017/5/14 7:10:00,12.79
2017/5/14 7:20:00,12.64
2017/5/14 7:30:00,12.71
2017/5/14 7:40:00,12.84
2017/5/14 7:50:00,13.08
2017/5/14 8:00:00,13.37
2017/5/14 8:10:00,13.38
2017/5/14 8:20:00,13.33
2017/5/14 8:30:00,12.85
2017/5/14 8:40:00,12.44
2017/5/14 8:50:00,11.66
2017/5/14 9:00:00,11.28
2017/5/14 9:10:00,11.3
2017/5/14 9:20:00,11.26
2017/5/14 9:30:00,11.18
2017/5/14 9:40:00,10.98
2017/5/14 9:50:00,11.35
2017/5/14 10:00:00,11.79
2017/5/14 10:10:00,11.62
2017/5/14 10:20:00,11.26
2017/5/14 10:30:00,11.34
2017/5/14 10:40:00,11.62
2017/5/14 10:50:00,11.71
2017/5/14 11:00:00,11.83
2017/5/14 11:10:00,12.16
2017/5/14 11:20:00,12.38
2017/5/14 11:30:00,12.57
2017/5/14 11:40:00,12.57
2017/5/14 11:50:00,12.54
2017/5/14 12:00:00,12.52
2017/5/14 12:10:00,12.35
2017/5/14 12:20:00,12.26
2017/5/14 12:30:00,12.27
2017/5/14 12:40:00,12.36
2017/5/14 12:50:00,12.33
2017/5/14 13:00:00,12.41
2017/5/14 13:10:00,12.37
2017/5/14 13:20:00,12.37
2017/5/14 13:30:00,12.48
2017/5/14 13:40:00,12.39
2017/5/14 13:50:00,12.46
2017/5/14 14:00:00,12.54
2017/5/14 14:10:00,12.67
2017/5/14 14:20:00,12.59
2017/5/14 14:30:00,12.65
2017/5/14 14:40:00,12.82
2017/5/14 14:50:00,12.86
2017/5/14 15:00:00,13.13
2017/5/14 15:10:00,13.4
2017/5/14 15:20:00,13.06
2017/5/14 15:30:00,13.03
2017/5/14 15:40:00,13.23
2017/5/14 15:50:00,13.13
2017/5/14 16:00:00,13.26
2017/5/14 16:10:00,13.45
2017/5/14 16:20:00,13.8
2017/5/14 16:30:00,14.34
2017/5/14 16:40:00,14.26
2017/5/14 16:50:00,14.71
2017/5/14 17:00:00,15.09
2017/5/14 17:10:00,15.1
2017/5/14 17:20:00,15.05
2017/5/14 17:30:00,14.85
2017/5/14 17:40:00,14.86
2017/5/14 17:50:00,14.77
2017/5/14 18:00:00,15.1
2017/5/14 18:10:00,15.31
2017/5/14 18:20:00,14.88
2017/5/14 18:30:00,14.98
2017/5/14 18:40:00,14.97
2017/5/14 18:50:00,14.71
2017/5/14 19:00:00,14.26
2017/5/14 19:10:00,14.13
2017/5/14 19:20:00,14.18
2017/5/14 19:30:00,14.12
2017/5/14 19:40:00,14.02
2017/5/14 19:50:00,13.9
2017/5/14 20:00:00,13.86
2017/5/14 20:10:00,13.76
2017/5/14 20:20:00,14.11
2017/5/14 20:30:00,14.35
2017/5/14 20:40:00,14.1
2017/5/14 20:50:00,13.85
2017/5/14 21:00:00,13.67
2017/5/14 21:10:00,13.41
2017/5/14 21:20:00,13.39
2017/5/14 21:30:00,13.36
2017/5/14 21:40:00,13.12
2017/5/14 21:50:00,12.33
2017/5/14 22:00:00,12.11
2017/5/14 22:10:00,12.38
2017/5/14 22:20:00,12.46
2017/5/14 22:30:00,12.43
2017/5/14 22:40:00,12.16
2017/5/14 22:50:00,12.07
2017/5/14 23:00:00,11.79
2017/5/14 23:10:00,11.47
2017/5/14 23:20:00,11.72
2017/5/14 23:30:00,11.26
2017/5/14 23:40:00,11.01
2017/5/14 23:50:00,11.16
2017/5/15 0:00:00,11.02
2017/5/15 0:10:00,11.2
2017/5/15 0:20:00,10.86
2017/5/15 0:30:00,10.82
2017/5/15 0:40:00,10.97
2017/5/15 0:50:00,11.35
2017/5/15 1:00:00,11.35
2017/5/15 1:10:00,11.52
2017/5/15 1:20:00,11.52
2017/5/15 1:30:00,11.14
2017/5/15 1:40:00,11.11
2017/5/15 1:50:00,11
2017/5/15 2:00:00,11.25
2017/5/15 2:10:00,10.95
2017/5/15 2:20:00,10.4
2017/5/15 2:30:00,10.15
2017/5/15 2:40:00,10.17
2017/5/15 2:50:00,10.17
2017/5/15 3:00:00,9.71
2017/5/15 3:10:00,9.46
2017/5/15 3:20:00,9.17
2017/5/15 3:30:00,8.7
2017/5/15 3:40:00,9.08
2017/5/15 3:50:00,9.25
2017/5/15 4:00:00,9.42
2017/5/15 4:10:00,9.2
2017/5/15 4:20:00,9.14
2017/5/15 4:30:00,9.21
2017/5/15 4:40:00,9.06
2017/5/15 4:50:00,8.77
2017/5/15 5:00:00,8.83
2017/5/15 5:10:00,8.92
2017/5/15 5:20:00,8.97
2017/5/15 5:30:00,9
2017/5/15 5:40:00,8.65
2017/5/15 5:50:00,8.64
2017/5/15 6:00:00,8.92
2017/5/15 6:10:00,8.46
2017/5/15 6:20:00,8.44
2017/5/15 6:30:00,8.36
2017/5/15 6:40:00,8.65
2017/5/15 6:50:00,8.5
2017/5/15 7:00:00,8.26
2017/5/15 7:10:00,8.15
2017/5/15 7:20:00,8.29
2017/5/15 7:30:00,7.976
2017/5/15 7:40:00,8.43
2017/5/15 7:50:00,7.757
2017/5/15 8:00:00,7.739
2017/5/15 8:10:00,7.843
2017/5/15 8:20:00,8.45
2017/5/15 8:30:00,8.7
2017/5/15 8:40:00,8.78
2017/5/15 8:50:00,8.79
2017/5/15 9:00:00,8.82
2017/5/15 9:10:00,8.64
2017/5/15 9:20:00,8.6
2017/5/15 9:30:00,9.33
2017/5/15 9:40:00,9.45
2017/5/15 9:50:00,10.13
2017/5/15 10:00:00,10.35
2017/5/15 10:10:00,10.23
2017/5/15 10:20:00,10.3
2017/5/15 10:30:00,10.33
2017/5/15 10:40:00,10.51
2017/5/15 10:50:00,11.24
2017/5/15 11:00:00,11.81
2017/5/15 11:10:00,12.24
2017/5/15 11:20:00,12.19
2017/5/15 11:30:00,12.56
2017/5/15 11:40:00,13.15
2017/5/15 11:50:00,13.2
2017/5/15 12:00:00,13.32
2017/5/15 12:10:00,13.71
2017/5/15 12:20:00,13.63
2017/5/15 12:30:00,14.08
2017/5/15 12:40:00,14.35
2017/5/15 12:50:00,14.79
2017/5/15 13:00:00,15.25
2017/5/15 13:10:00,15.29
2017/5/15 13:20:00,15.66
2017/5/15 13:30:00,15.57
2017/5/15 13:40:00,15.63
2017/5/15 13:50:00,15.85
2017/5/15 14:00:00,15.72
2017/5/15 14:10:00,16.06
2017/5/15 14:20:00,16.56
2017/5/15 14:30:00,16.87
2017/5/15 14:40:00,17.33
2017/5/15 14:50:00,16.94
2017/5/15 15:00:00,17.09
2017/5/15 15:10:00,17.24
2017/5/15 15:20:00,17.46
2017/5/15 15:30:00,17.46
2017/5/15 15:40:00,17.41
2017/5/15 15:50:00,17.69
2017/5/15 16:00:00,17.82
2017/5/15 16:10:00,18.63
2017/5/15 16:20:00,19.09
2017/5/15 16:30:00,18.68
2017/5/15 16:40:00,18.42
2017/5/15 16:50:00,17.93
2017/5/15 17:00:00,17.36
2017/5/15 17:10:00,17.05
2017/5/15 17:20:00,16.8
2017/5/15 17:30:00,16.87
2017/5/15 17:40:00,17.19
2017/5/15 17:50:00,17.05
2017/5/15 18:00:00,16.96
2017/5/15 18:10:00,16.88
2017/5/15 18:20:00,16.59
2017/5/15 18:30:00,16.22
2017/5/15 18:40:00,16.02
2017/5/15 18:50:00,15.76
2017/5/15 19:00:00,15.52
2017/5/15 19:10:00,15.45
2017/5/15 19:20:00,15.19
2017/5/15 19:30:00,14.92
2017/5/15 19:40:00,14.52
2017/5/15 19:50:00,13.99
2017/5/15 20:00:00,13.7
2017/5/15 20:10:00,13.47
2017/5/15 20:20:00,13.33
2017/5/15 20:30:00,13.33
2017/5/15 20:40:00,13.41
2017/5/15 20:50:00,13.51
2017/5/15 21:00:00,13.44
2017/5/15 21:10:00,13.45
2017/5/15 21:20:00,13.53
2017/5/15 21:30:00,13.65
2017/5/15 21:40:00,13.8
2017/5/15 21:50:00,13.92
2017/5/15 22:00:00,13.82
2017/5/15 22:10:00,13.48
2017/5/15 22:20:00,12.9
2017/5/15 22:30:00,12.6
2017/5/15 22:40:00,12.44
2017/5/15 22:50:00,12.12
2017/5/15 23:00:00,12.19
2017/5/15 23:10:00,12.34
2017/5/15 23:20:00,12.08
2017/5/15 23:30:00,11.73
2017/5/15 23:40:00,11.5
2017/5/15 23:50:00,11.44
2017/5/16 0:00:00,11.3
2017/5/16 0:10:00,11.26
2017/5/16 0:20:00,11.25
2017/5/16 0:30:00,11.6
2017/5/16 0:40:00,11.77
2017/5/16 0:50:00,11.62
2017/5/16 1:00:00,11.5
2017/5/16 1:10:00,11.54
2017/5/16 1:20:00,11.38
2017/5/16 1:30:00,11.14
2017/5/16 1:40:00,11.14
2017/5/16 1:50:00,10.9
2017/5/16 2:00:00,10.74
2017/5/16 2:10:00,10.47
2017/5/16 2:20:00,10.44
2017/5/16 2:30:00,10.63
2017/5/16 2:40:00,10.7
2017/5/16 2:50:00,10.88
2017/5/16 3:00:00,10.83
2017/5/16 3:10:00,10.78
2017/5/16 3:20:00,10.72
2017/5/16 3:30:00,10.85
2017/5/16 3:40:00,10.54
2017/5/16 3:50:00,10.56
2017/5/16 4:00:00,10.63
2017/5/16 4:10:00,10.66
2017/5/16 4:20:00,10.6
2017/5/16 4:30:00,10.71
2017/5/16 4:40:00,10.91
2017/5/16 4:50:00,10.88
2017/5/16 5:00:00,10.76
2017/5/16 5:10:00,10.66
2017/5/16 5:20:00,10.09
2017/5/16 5:30:00,9.61
2017/5/16 5:40:00,9.89
2017/5/16 5:50:00,9.9
2017/5/16 6:00:00,9.78
2017/5/16 6:10:00,9.5
2017/5/16 6:20:00,9.05
2017/5/16 6:30:00,8.75
2017/5/16 6:40:00,8.31
2017/5/16 6:50:00,7.941
2017/5/16 7:00:00,7.949
2017/5/16 7:10:00,8.13
2017/5/16 7:20:00,8.51
2017/5/16 7:30:00,8.76
2017/5/16 7:40:00,8.84
2017/5/16 7:50:00,8.81
2017/5/16 8:00:00,8.96
2017/5/16 8:10:00,9.05
2017/5/16 8:20:00,9.2
2017/5/16 8:30:00,9.37
2017/5/16 8:40:00,9.43
2017/5/16 8:50:00,9.4
2017/5/16 9:00:00,9.56
2017/5/16 9:10:00,9.77
2017/5/16 9:20:00,9.79
2017/5/16 9:30:00,9.89
2017/5/16 9:40:00,10.12
2017/5/16 9:50:00,10.19
2017/5/16 10:00:00,10.23
2017/5/16 10:10:00,10.39
2017/5/16 10:20:00,10.5
2017/5/16 10:30:00,10.56
2017/5/16 10:40:00,10.37
2017/5/16 10:50:00,10.56
2017/5/16 11:00:00,10.8
2017/5/16 11:10:00,10.95
2017/5/16 11:20:00,10.94
2017/5/16 11:30:00,10.73
2017/5/16 11:40:00,10.55
2017/5/16 11:50:00,10.64
2017/5/16 12:00:00,10.7
2017/5/16 12:10:00,10.79
2017/5/16 12:20:00,11.06
2017/5/16 12:30:00,10.99
2017/5/16 12:40:00,11.16
2017/5/16 12:50:00,11.21
