Fechas,Temp_C_Min
2017-05-11 21:00:00,10.890000000000001
2017-05-11 21:10:00,10.890000000000001
2017-05-11 21:20:00,10.92
2017-05-11 21:30:00,11.02
2017-05-11 21:40:00,11.06
2017-05-11 21:50:00,10.52
2017-05-11 22:00:00,10.380000000000001
2017-05-11 22:10:00,10.380000000000001
2017-05-11 22:20:00,10.18
2017-05-11 22:30:00,10.039999999999999
2017-05-11 22:40:00,10.18
2017-05-11 22:50:00,10.279999999999999
2017-05-11 23:00:00,10.279999999999999
2017-05-11 23:10:00,10.35
2017-05-11 23:20:00,10.380000000000001
2017-05-11 23:30:00,10.35
2017-05-11 23:40:00,10.449999999999999
2017-05-11 23:50:00,10.449999999999999
2017-05-12 00:00:00,10.48
2017-05-12 00:10:00,10.449999999999999
2017-05-12 00:20:00,10.550000000000001
2017-05-12 00:30:00,10.58
2017-05-12 00:40:00,10.58
2017-05-12 00:50:00,10.52
2017-05-12 01:00:00,10.449999999999999
2017-05-12 01:10:00,10.380000000000001
2017-05-12 01:20:00,10.449999999999999
2017-05-12 01:30:00,10.58
2017-05-12 01:40:00,10.449999999999999
2017-05-12 01:50:00,10.52
2017-05-12 02:00:00,10.550000000000001
2017-05-12 02:10:00,10.48
2017-05-12 02:20:00,10.58
2017-05-12 02:30:00,10.58
2017-05-12 02:40:00,10.58
2017-05-12 02:50:00,10.75
2017-05-12 03:00:00,10.789999999999999
2017-05-12 03:10:00,10.82
2017-05-12 03:20:00,10.82
2017-05-12 03:30:00,10.890000000000001
2017-05-12 03:40:00,10.960000000000001
2017-05-12 03:50:00,11.630000000000001
2017-05-12 04:00:00,10.92
2017-05-12 04:10:00,10.85
2017-05-12 04:20:00,10.960000000000001
2017-05-12 04:30:00,11.130000000000001
2017-05-12 04:40:00,11.119999999999999
2017-05-12 04:50:00,11.130000000000001
2017-05-12 05:00:00,11.19
2017-05-12 05:10:00,11.56
2017-05-12 05:20:00,11.529999999999999
2017-05-12 05:30:00,11.359999999999999
2017-05-12 05:40:00,11.359999999999999
2017-05-12 05:50:00,11.529999999999999
2017-05-12 06:00:00,11.56
2017-05-12 06:10:00,11.32
2017-05-12 06:20:00,11.220000000000001
2017-05-12 06:30:00,11.460000000000001
2017-05-12 06:40:00,11.73
2017-05-12 06:50:00,12.140000000000001
2017-05-12 07:00:00,11.76
2017-05-12 07:10:00,11.800000000000001
2017-05-12 07:20:00,12.140000000000001
2017-05-12 07:30:00,12.27
2017-05-12 07:40:00,12.0
2017-05-12 07:50:00,11.73
2017-05-12 08:00:00,11.56
2017-05-12 08:10:00,11.32
2017-05-12 08:20:00,11.19
2017-05-12 08:30:00,11.359999999999999
2017-05-12 08:40:00,11.49
2017-05-12 08:50:00,11.77
2017-05-12 09:00:00,11.93
2017-05-12 09:10:00,11.49
2017-05-12 09:20:00,11.390000000000001
2017-05-12 09:30:00,11.19
2017-05-12 09:40:00,11.119999999999999
2017-05-12 09:50:00,11.25
2017-05-12 10:00:00,12.039999999999999
2017-05-12 10:10:00,12.470000000000001
2017-05-12 10:20:00,13.02
2017-05-12 10:30:00,12.44
2017-05-12 10:40:00,12.609999999999999
2017-05-12 10:50:00,13.02
2017-05-12 11:00:00,12.949999999999999
2017-05-12 11:10:00,12.75
2017-05-12 11:20:00,12.51
2017-05-12 11:30:00,12.41
2017-05-12 11:40:00,12.41
2017-05-12 11:50:00,12.470000000000001
2017-05-12 12:00:00,12.470000000000001
2017-05-12 12:10:00,12.779999999999999
2017-05-12 12:20:00,13.15
2017-05-12 12:30:00,13.59
2017-05-12 12:40:00,13.800000000000001
2017-05-12 12:50:00,14.1
2017-05-12 13:00:00,14.199999999999999
2017-05-12 13:10:00,14.539999999999999
2017-05-12 13:20:00,14.85
2017-05-12 13:30:00,14.58
2017-05-12 13:40:00,14.81
2017-05-12 13:50:00,14.81
2017-05-12 14:00:00,15.119999999999999
2017-05-12 14:10:00,15.119999999999999
2017-05-12 14:20:00,15.93
2017-05-12 14:30:00,16.0
2017-05-12 14:40:00,16.199999999999999
2017-05-12 14:50:00,16.609999999999999
2017-05-12 15:00:00,16.710000000000001
2017-05-12 15:10:00,16.579999999999998
2017-05-12 15:20:00,17.02
2017-05-12 15:30:00,17.050000000000001
2017-05-12 15:40:00,16.710000000000001
2017-05-12 15:50:00,16.949999999999999
2017-05-12 16:00:00,16.920000000000002
2017-05-12 16:10:00,16.98
2017-05-12 16:20:00,17.32
2017-05-12 16:30:00,16.98
2017-05-12 16:40:00,16.579999999999998
2017-05-12 16:50:00,16.510000000000002
2017-05-12 17:00:00,16.309999999999999
2017-05-12 17:10:00,16.170000000000002
2017-05-12 17:20:00,16.0
2017-05-12 17:30:00,15.859999999999999
2017-05-12 17:40:00,15.83
2017-05-12 17:50:00,15.76
2017-05-12 18:00:00,15.73
2017-05-12 18:10:00,15.66
2017-05-12 18:20:00,15.56
2017-05-12 18:30:00,15.49
2017-05-12 18:40:00,15.460000000000001
2017-05-12 18:50:00,15.390000000000001
2017-05-12 19:00:00,15.25
2017-05-12 19:10:00,15.15
2017-05-12 19:20:00,15.15
2017-05-12 19:30:00,15.119999999999999
2017-05-12 19:40:00,15.050000000000001
2017-05-12 19:50:00,15.050000000000001
2017-05-12 20:00:00,14.640000000000001
2017-05-12 20:10:00,14.470000000000001
2017-05-12 20:20:00,14.470000000000001
2017-05-12 20:30:00,14.609999999999999
2017-05-12 20:40:00,14.34
2017-05-12 20:50:00,14.1
2017-05-12 21:00:00,14.1
2017-05-12 21:10:00,14.44
2017-05-12 21:20:00,14.51
2017-05-12 21:30:00,14.539999999999999
2017-05-12 21:40:00,14.27
2017-05-12 21:50:00,14.31
2017-05-12 22:00:00,14.31
2017-05-12 22:10:00,14.1
2017-05-12 22:20:00,14.07
2017-05-12 22:30:00,14.029999999999999
2017-05-12 22:40:00,13.93
2017-05-12 22:50:00,13.859999999999999
2017-05-12 23:00:00,13.9
2017-05-12 23:10:00,13.93
2017-05-12 23:20:00,13.56
2017-05-12 23:30:00,13.289999999999999
2017-05-12 23:40:00,13.220000000000001
2017-05-12 23:50:00,13.359999999999999
2017-05-13 00:00:00,13.25
2017-05-13 00:10:00,13.289999999999999
2017-05-13 00:20:00,13.26
2017-05-13 00:30:00,12.75
2017-05-13 00:40:00,12.75
2017-05-13 00:50:00,13.02
2017-05-13 01:00:00,12.92
2017-05-13 01:10:00,12.98
2017-05-13 01:20:00,13.02
2017-05-13 01:30:00,12.949999999999999
2017-05-13 01:40:00,13.02
2017-05-13 01:50:00,12.880000000000001
2017-05-13 02:00:00,12.880000000000001
2017-05-13 02:10:00,12.880000000000001
2017-05-13 02:20:00,12.98
2017-05-13 02:30:00,12.85
2017-05-13 02:40:00,12.44
2017-05-13 02:50:00,12.34
2017-05-13 03:00:00,12.470000000000001
2017-05-13 03:10:00,12.539999999999999
2017-05-13 03:20:00,12.609999999999999
2017-05-13 03:30:00,12.640000000000001
2017-05-13 03:40:00,12.75
2017-05-13 03:50:00,12.41
2017-05-13 04:00:00,12.41
2017-05-13 04:10:00,12.539999999999999
2017-05-13 04:20:00,12.539999999999999
2017-05-13 04:30:00,12.640000000000001
2017-05-13 04:40:00,12.41
2017-05-13 04:50:00,12.27
2017-05-13 05:00:00,11.83
2017-05-13 05:10:00,11.83
2017-05-13 05:20:00,12.029999999999999
2017-05-13 05:30:00,12.140000000000001
2017-05-13 05:40:00,12.140000000000001
2017-05-13 05:50:00,12.07
2017-05-13 06:00:00,12.1
2017-05-13 06:10:00,12.27
2017-05-13 06:20:00,12.34
2017-05-13 06:30:00,12.51
2017-05-13 06:40:00,12.609999999999999
2017-05-13 06:50:00,12.75
2017-05-13 07:00:00,12.710000000000001
2017-05-13 07:10:00,12.81
2017-05-13 07:20:00,12.75
2017-05-13 07:30:00,12.85
2017-05-13 07:40:00,13.02
2017-05-13 07:50:00,13.02
2017-05-13 08:00:00,13.220000000000001
2017-05-13 08:10:00,13.390000000000001
2017-05-13 08:20:00,12.949999999999999
2017-05-13 08:30:00,12.470000000000001
2017-05-13 08:40:00,12.199999999999999
2017-05-13 08:50:00,12.470000000000001
2017-05-13 09:00:00,12.68
2017-05-13 09:10:00,12.98
2017-05-13 09:20:00,13.119999999999999
2017-05-13 09:30:00,13.119999999999999
2017-05-13 09:40:00,12.85
2017-05-13 09:50:00,12.539999999999999
2017-05-13 10:00:00,12.710000000000001
2017-05-13 10:10:00,13.390000000000001
2017-05-13 10:20:00,13.460000000000001
2017-05-13 10:30:00,13.76
2017-05-13 10:40:00,14.1
2017-05-13 10:50:00,14.1
2017-05-13 11:00:00,14.609999999999999
2017-05-13 11:10:00,14.92
2017-05-13 11:20:00,15.15
2017-05-13 11:30:00,15.529999999999999
2017-05-13 11:40:00,15.73
2017-05-13 11:50:00,15.83
2017-05-13 12:00:00,16.27
2017-05-13 12:10:00,16.609999999999999
2017-05-13 12:20:00,17.120000000000001
2017-05-13 12:30:00,17.120000000000001
2017-05-13 12:40:00,17.530000000000001
2017-05-13 12:50:00,17.629999999999999
2017-05-13 13:00:00,17.629999999999999
2017-05-13 13:10:00,17.899999999999999
2017-05-13 13:20:00,18.41
2017-05-13 13:30:00,18.469999999999999
2017-05-13 13:40:00,18.41
2017-05-13 13:50:00,18.640000000000001
2017-05-13 14:00:00,18.469999999999999
2017-05-13 14:10:00,18.710000000000001
2017-05-13 14:20:00,18.579999999999998
2017-05-13 14:30:00,18.579999999999998
2017-05-13 14:40:00,19.050000000000001
2017-05-13 14:50:00,18.920000000000002
2017-05-13 15:00:00,18.850000000000001
2017-05-13 15:10:00,18.579999999999998
2017-05-13 15:20:00,18.510000000000002
2017-05-13 15:30:00,18.579999999999998
2017-05-13 15:40:00,18.68
2017-05-13 15:50:00,18.949999999999999
2017-05-13 16:00:00,18.809999999999999
2017-05-13 16:10:00,18.780000000000001
2017-05-13 16:20:00,19.050000000000001
2017-05-13 16:30:00,19.190000000000001
2017-05-13 16:40:00,19.25
2017-05-13 16:50:00,19.25
2017-05-13 17:00:00,18.98
2017-05-13 17:10:00,18.879999999999999
2017-05-13 17:20:00,18.469999999999999
2017-05-13 17:30:00,18.27
2017-05-13 17:40:00,18.07
2017-05-13 17:50:00,18.0
2017-05-13 18:00:00,17.73
2017-05-13 18:10:00,17.32
2017-05-13 18:20:00,17.149999999999999
2017-05-13 18:30:00,16.98
2017-05-13 18:40:00,16.75
2017-05-13 18:50:00,16.539999999999999
2017-05-13 19:00:00,16.510000000000002
2017-05-13 19:10:00,16.27
2017-05-13 19:20:00,16.0
2017-05-13 19:30:00,15.9
2017-05-13 19:40:00,15.69
2017-05-13 19:50:00,15.630000000000001
2017-05-13 20:00:00,15.49
2017-05-13 20:10:00,15.460000000000001
2017-05-13 20:20:00,15.220000000000001
2017-05-13 20:30:00,14.949999999999999
2017-05-13 20:40:00,14.880000000000001
2017-05-13 20:50:00,14.85
2017-05-13 21:00:00,14.85
2017-05-13 21:10:00,14.609999999999999
2017-05-13 21:20:00,14.539999999999999
2017-05-13 21:30:00,14.609999999999999
2017-05-13 21:40:00,14.609999999999999
2017-05-13 21:50:00,14.44
2017-05-13 22:00:00,14.27
2017-05-13 22:10:00,14.140000000000001
2017-05-13 22:20:00,13.9
2017-05-13 22:30:00,13.970000000000001
2017-05-13 22:40:00,13.93
2017-05-13 22:50:00,13.9
2017-05-13 23:00:00,13.76
2017-05-13 23:10:00,13.69
2017-05-13 23:20:00,13.66
2017-05-13 23:30:00,13.66
2017-05-13 23:40:00,13.69
2017-05-13 23:50:00,13.800000000000001
2017-05-14 00:00:00,13.859999999999999
2017-05-14 00:10:00,13.859999999999999
2017-05-14 00:20:00,14.029999999999999
2017-05-14 00:30:00,14.0
2017-05-14 00:40:00,13.83
2017-05-14 00:50:00,13.56
2017-05-14 01:00:00,13.32
2017-05-14 01:10:00,13.359999999999999
2017-05-14 01:20:00,13.529999999999999
2017-05-14 01:30:00,13.460000000000001
2017-05-14 01:40:00,13.529999999999999
2017-05-14 01:50:00,13.32
2017-05-14 02:00:00,13.289999999999999
2017-05-14 02:10:00,13.42
2017-05-14 02:20:00,13.390000000000001
2017-05-14 02:30:00,13.19
2017-05-14 02:40:00,13.02
2017-05-14 02:50:00,13.050000000000001
2017-05-14 03:00:00,12.779999999999999
2017-05-14 03:10:00,12.75
2017-05-14 03:20:00,12.81
2017-05-14 03:30:00,12.640000000000001
2017-05-14 03:40:00,12.75
2017-05-14 03:50:00,12.710000000000001
2017-05-14 04:00:00,12.34
2017-05-14 04:10:00,12.34
2017-05-14 04:20:00,12.470000000000001
2017-05-14 04:30:00,11.76
2017-05-14 04:40:00,11.42
2017-05-14 04:50:00,11.66
2017-05-14 05:00:00,11.42
2017-05-14 05:10:00,11.19
2017-05-14 05:20:00,11.15
2017-05-14 05:30:00,11.119999999999999
2017-05-14 05:40:00,11.15
2017-05-14 05:50:00,11.460000000000001
2017-05-14 06:00:00,11.699999999999999
2017-05-14 06:10:00,11.77
2017-05-14 06:20:00,11.970000000000001
2017-05-14 06:30:00,12.1
2017-05-14 06:40:00,12.24
2017-05-14 06:50:00,12.380000000000001
2017-05-14 07:00:00,12.48
2017-05-14 07:10:00,12.609999999999999
2017-05-14 07:20:00,12.48
2017-05-14 07:30:00,12.539999999999999
2017-05-14 07:40:00,12.710000000000001
2017-05-14 07:50:00,12.81
2017-05-14 08:00:00,13.220000000000001
2017-05-14 08:10:00,13.289999999999999
2017-05-14 08:20:00,12.92
2017-05-14 08:30:00,12.68
2017-05-14 08:40:00,12.029999999999999
2017-05-14 08:50:00,11.32
2017-05-14 09:00:00,11.19
2017-05-14 09:10:00,11.19
2017-05-14 09:20:00,11.08
2017-05-14 09:30:00,11.050000000000001
2017-05-14 09:40:00,10.880000000000001
2017-05-14 09:50:00,10.92
2017-05-14 10:00:00,11.699999999999999
2017-05-14 10:10:00,11.289999999999999
2017-05-14 10:20:00,11.15
2017-05-14 10:30:00,11.220000000000001
2017-05-14 10:40:00,11.390000000000001
2017-05-14 10:50:00,11.630000000000001
2017-05-14 11:00:00,11.73
2017-05-14 11:10:00,11.859999999999999
2017-05-14 11:20:00,12.27
2017-05-14 11:30:00,12.470000000000001
2017-05-14 11:40:00,12.470000000000001
2017-05-14 11:50:00,12.44
2017-05-14 12:00:00,12.41
2017-05-14 12:10:00,12.199999999999999
2017-05-14 12:20:00,12.199999999999999
2017-05-14 12:30:00,12.17
2017-05-14 12:40:00,12.27
2017-05-14 12:50:00,12.27
2017-05-14 13:00:00,12.24
2017-05-14 13:10:00,12.24
2017-05-14 13:20:00,12.27
2017-05-14 13:30:00,12.34
2017-05-14 13:40:00,12.27
2017-05-14 13:50:00,12.34
2017-05-14 14:00:00,12.44
2017-05-14 14:10:00,12.539999999999999
2017-05-14 14:20:00,12.470000000000001
2017-05-14 14:30:00,12.470000000000001
2017-05-14 14:40:00,12.710000000000001
2017-05-14 14:50:00,12.75
2017-05-14 15:00:00,12.98
2017-05-14 15:10:00,13.220000000000001
2017-05-14 15:20:00,12.85
2017-05-14 15:30:00,12.75
2017-05-14 15:40:00,13.050000000000001
2017-05-14 15:50:00,13.02
2017-05-14 16:00:00,13.119999999999999
2017-05-14 16:10:00,13.289999999999999
2017-05-14 16:20:00,13.49
2017-05-14 16:30:00,14.029999999999999
2017-05-14 16:40:00,14.029999999999999
2017-05-14 16:50:00,14.24
2017-05-14 17:00:00,14.92
2017-05-14 17:10:00,14.85
2017-05-14 17:20:00,14.92
2017-05-14 17:30:00,14.58
2017-05-14 17:40:00,14.640000000000001
2017-05-14 17:50:00,14.609999999999999
2017-05-14 18:00:00,14.710000000000001
2017-05-14 18:10:00,14.92
2017-05-14 18:20:00,14.68
2017-05-14 18:30:00,14.68
2017-05-14 18:40:00,14.779999999999999
2017-05-14 18:50:00,14.41
2017-05-14 19:00:00,14.1
2017-05-14 19:10:00,14.029999999999999
2017-05-14 19:20:00,14.1
2017-05-14 19:30:00,14.029999999999999
2017-05-14 19:40:00,13.9
2017-05-14 19:50:00,13.83
2017-05-14 20:00:00,13.800000000000001
2017-05-14 20:10:00,13.630000000000001
2017-05-14 20:20:00,13.859999999999999
2017-05-14 20:30:00,14.27
2017-05-14 20:40:00,13.859999999999999
2017-05-14 20:50:00,13.69
2017-05-14 21:00:00,13.390000000000001
2017-05-14 21:10:00,13.32
2017-05-14 21:20:00,13.32
2017-05-14 21:30:00,13.289999999999999
2017-05-14 21:40:00,12.609999999999999
2017-05-14 21:50:00,12.07
2017-05-14 22:00:00,11.93
2017-05-14 22:10:00,12.27
2017-05-14 22:20:00,12.34
2017-05-14 22:30:00,12.31
2017-05-14 22:40:00,12.039999999999999
2017-05-14 22:50:00,11.94
2017-05-14 23:00:00,11.43
2017-05-14 23:10:00,11.19
2017-05-14 23:20:00,11.5
2017-05-14 23:30:00,10.92
2017-05-14 23:40:00,10.82
2017-05-14 23:50:00,10.859999999999999
2017-05-15 00:00:00,10.92
2017-05-15 00:10:00,10.960000000000001
2017-05-15 00:20:00,10.720000000000001
2017-05-15 00:30:00,10.720000000000001
2017-05-15 00:40:00,10.720000000000001
2017-05-15 00:50:00,11.130000000000001
2017-05-15 01:00:00,11.16
2017-05-15 01:10:00,11.23
2017-05-15 01:20:00,10.720000000000001
2017-05-15 01:30:00,10.720000000000001
2017-05-15 01:40:00,10.92
2017-05-15 01:50:00,10.859999999999999
2017-05-15 02:00:00,11.06
2017-05-15 02:10:00,10.380000000000001
2017-05-15 02:20:00,10.279999999999999
2017-05-15 02:30:00,9.9100000000000001
2017-05-15 02:40:00,10.109999999999999
2017-05-15 02:50:00,10.039999999999999
2017-05-15 03:00:00,9.5
2017-05-15 03:10:00,9.3300000000000001
2017-05-15 03:20:00,8.9199999999999999
2017-05-15 03:30:00,8.5199999999999996
2017-05-15 03:40:00,8.8200000000000003
2017-05-15 03:50:00,9.0299999999999994
2017-05-15 04:00:00,9.3300000000000001
2017-05-15 04:10:00,9.0600000000000005
2017-05-15 04:20:00,9.0299999999999994
2017-05-15 04:30:00,9.0600000000000005
2017-05-15 04:40:00,8.8200000000000003
2017-05-15 04:50:00,8.6199999999999992
2017-05-15 05:00:00,8.6899999999999995
2017-05-15 05:10:00,8.7200000000000006
2017-05-15 05:20:00,8.7200000000000006
2017-05-15 05:30:00,8.75
2017-05-15 05:40:00,8.2100000000000009
2017-05-15 05:50:00,8.1400000000000006
2017-05-15 06:00:00,8.6199999999999992
2017-05-15 06:10:00,8.2100000000000009
2017-05-15 06:20:00,8.0099999999999998
2017-05-15 06:30:00,7.9740000000000002
2017-05-15 06:40:00,8.4800000000000004
2017-05-15 06:50:00,8.1400000000000006
2017-05-15 07:00:00,8.0099999999999998
2017-05-15 07:10:00,7.9740000000000002
2017-05-15 07:20:00,8.0099999999999998
2017-05-15 07:30:00,7.7370000000000001
2017-05-15 07:40:00,8.2100000000000009
2017-05-15 07:50:00,7.3300000000000001
2017-05-15 08:00:00,7.4660000000000002
2017-05-15 08:10:00,7.5330000000000004
2017-05-15 08:20:00,8.25
2017-05-15 08:30:00,8.5500000000000007
2017-05-15 08:40:00,8.5800000000000001
2017-05-15 08:50:00,8.6899999999999995
2017-05-15 09:00:00,8.4800000000000004
2017-05-15 09:10:00,8.5199999999999996
2017-05-15 09:20:00,8.3100000000000005
2017-05-15 09:30:00,9.1300000000000008
2017-05-15 09:40:00,9.3300000000000001
2017-05-15 09:50:00,9.7699999999999996
2017-05-15 10:00:00,10.140000000000001
2017-05-15 10:10:00,10.039999999999999
2017-05-15 10:20:00,10.140000000000001
2017-05-15 10:30:00,10.1
2017-05-15 10:40:00,10.34
2017-05-15 10:50:00,10.609999999999999
2017-05-15 11:00:00,11.460000000000001
2017-05-15 11:10:00,11.970000000000001
2017-05-15 11:20:00,12.0
2017-05-15 11:30:00,12.34
2017-05-15 11:40:00,12.779999999999999
2017-05-15 11:50:00,13.02
2017-05-15 12:00:00,13.050000000000001
2017-05-15 12:10:00,13.49
2017-05-15 12:20:00,13.49
2017-05-15 12:30:00,13.83
2017-05-15 12:40:00,14.1
2017-05-15 12:50:00,14.470000000000001
2017-05-15 13:00:00,15.08
2017-05-15 13:10:00,15.08
2017-05-15 13:20:00,15.460000000000001
2017-05-15 13:30:00,15.32
2017-05-15 13:40:00,15.32
2017-05-15 13:50:00,15.630000000000001
2017-05-15 14:00:00,15.59
2017-05-15 14:10:00,15.73
2017-05-15 14:20:00,16.309999999999999
2017-05-15 14:30:00,16.510000000000002
2017-05-15 14:40:00,17.149999999999999
2017-05-15 14:50:00,16.68
2017-05-15 15:00:00,17.02
2017-05-15 15:10:00,16.949999999999999
2017-05-15 15:20:00,17.25
2017-05-15 15:30:00,17.32
2017-05-15 15:40:00,17.32
2017-05-15 15:50:00,17.32
2017-05-15 16:00:00,17.59
2017-05-15 16:10:00,18.07
2017-05-15 16:20:00,18.539999999999999
2017-05-15 16:30:00,18.34
2017-05-15 16:40:00,18.170000000000002
2017-05-15 16:50:00,17.690000000000001
2017-05-15 17:00:00,17.120000000000001
2017-05-15 17:10:00,16.809999999999999
2017-05-15 17:20:00,16.68
2017-05-15 17:30:00,16.640000000000001
2017-05-15 17:40:00,16.949999999999999
2017-05-15 17:50:00,16.879999999999999
2017-05-15 18:00:00,16.809999999999999
2017-05-15 18:10:00,16.710000000000001
2017-05-15 18:20:00,16.309999999999999
2017-05-15 18:30:00,16.07
2017-05-15 18:40:00,15.859999999999999
2017-05-15 18:50:00,15.529999999999999
2017-05-15 19:00:00,15.42
2017-05-15 19:10:00,15.220000000000001
2017-05-15 19:20:00,15.050000000000001
2017-05-15 19:30:00,14.75
2017-05-15 19:40:00,14.17
2017-05-15 19:50:00,13.800000000000001
2017-05-15 20:00:00,13.529999999999999
2017-05-15 20:10:00,13.32
2017-05-15 20:20:00,13.25
2017-05-15 20:30:00,13.25
2017-05-15 20:40:00,13.32
2017-05-15 20:50:00,13.359999999999999
2017-05-15 21:00:00,13.390000000000001
2017-05-15 21:10:00,13.390000000000001
2017-05-15 21:20:00,13.390000000000001
2017-05-15 21:30:00,13.56
2017-05-15 21:40:00,13.66
2017-05-15 21:50:00,13.83
2017-05-15 22:00:00,13.73
