Fechas,Temp_C_Max
2017-05-10 19:40:00,14.31
2017-05-10 19:50:00,14.58
2017-05-10 20:00:00,14.51
2017-05-10 20:10:00,14.58
2017-05-10 20:20:00,14.58
2017-05-10 20:30:00,14.44
2017-05-10 20:40:00,14.17
2017-05-10 20:50:00,14.24
2017-05-10 21:00:00,14.24
2017-05-10 21:10:00,14.31
2017-05-10 21:20:00,14.47
2017-05-10 21:30:00,14.24
2017-05-10 21:40:00,13.97
2017-05-10 21:50:00,13.93
2017-05-10 22:00:00,13.69
2017-05-10 22:10:00,13.56
2017-05-10 22:20:00,13.63
2017-05-10 22:30:00,13.66
2017-05-10 22:40:00,13.76
2017-05-10 22:50:00,13.66
2017-05-10 23:00:00,13.83
2017-05-10 23:10:00,13.83
2017-05-10 23:20:00,13.69
2017-05-10 23:30:00,13.63
2017-05-10 23:40:00,13.53
2017-05-10 23:50:00,13.46
2017-05-11 00:00:00,13.63
2017-05-11 00:10:00,13.69
2017-05-11 00:20:00,13.46
2017-05-11 00:30:00,13.59
2017-05-11 00:40:00,13.49
2017-05-11 00:50:00,13.42
2017-05-11 01:00:00,13.66
2017-05-11 01:10:00,13.49
2017-05-11 01:20:00,13.08
2017-05-11 01:30:00,12.58
2017-05-11 01:40:00,12.17
2017-05-11 01:50:00,12.17
2017-05-11 02:00:00,12.14
2017-05-11 02:10:00,12.2
2017-05-11 02:20:00,12.27
2017-05-11 02:30:00,12.14
2017-05-11 02:40:00,12.04
2017-05-11 02:50:00,12.54
2017-05-11 03:00:00,12.65
2017-05-11 03:10:00,12.65
2017-05-11 03:20:00,12.61
2017-05-11 03:30:00,12.64
2017-05-11 03:40:00,12.88
2017-05-11 03:50:00,12.88
2017-05-11 04:00:00,12.75
2017-05-11 04:10:00,12.48
2017-05-11 04:20:00,12.58
2017-05-11 04:30:00,12.58
2017-05-11 04:40:00,12.38
2017-05-11 04:50:00,12.31
2017-05-11 05:00:00,12.44
2017-05-11 05:10:00,12.24
2017-05-11 05:20:00,12.21
2017-05-11 05:30:00,12.04
2017-05-11 05:40:00,12.48
2017-05-11 05:50:00,12.41
2017-05-11 06:00:00,12.48
2017-05-11 06:10:00,12.41
2017-05-11 06:20:00,12.41
2017-05-11 06:30:00,12.1
2017-05-11 06:40:00,11.56
2017-05-11 06:50:00,11.43
2017-05-11 07:00:00,11.77
2017-05-11 07:10:00,11.94
2017-05-11 07:20:00,12.04
2017-05-11 07:30:00,12.51
2017-05-11 07:40:00,12.75
2017-05-11 07:50:00,12.75
2017-05-11 08:00:00,12.65
2017-05-11 08:10:00,12.38
2017-05-11 08:20:00,12.75
2017-05-11 08:30:00,13.15
2017-05-11 08:40:00,13.02
2017-05-11 08:50:00,12.48
2017-05-11 09:00:00,11.93
2017-05-11 09:10:00,12.61
2017-05-11 09:20:00,12.65
2017-05-11 09:30:00,12.31
2017-05-11 09:40:00,12.14
2017-05-11 09:50:00,12.07
2017-05-11 10:00:00,12.1
2017-05-11 10:10:00,11.87
2017-05-11 10:20:00,11.46
2017-05-11 10:30:00,11.63
2017-05-11 10:40:00,11.53
2017-05-11 10:50:00,11.73
2017-05-11 11:00:00,12.08
2017-05-11 11:10:00,12.01
2017-05-11 11:20:00,12.41
2017-05-11 11:30:00,12.34
2017-05-11 11:40:00,12.48
2017-05-11 11:50:00,12.37
2017-05-11 12:00:00,12.37
2017-05-11 12:10:00,12.92
2017-05-11 12:20:00,13.08
2017-05-11 12:30:00,13.39
2017-05-11 12:40:00,13.9
2017-05-11 12:50:00,13.86
2017-05-11 13:00:00,14.07
2017-05-11 13:10:00,14.24
2017-05-11 13:20:00,14.31
2017-05-11 13:30:00,13.97
2017-05-11 13:40:00,13.73
2017-05-11 13:50:00,13.19
2017-05-11 14:00:00,13.05
2017-05-11 14:10:00,12.81
2017-05-11 14:20:00,12.85
2017-05-11 14:30:00,13.02
2017-05-11 14:40:00,13.53
2017-05-11 14:50:00,13.59
2017-05-11 15:00:00,13.46
2017-05-11 15:10:00,13.12
2017-05-11 15:20:00,13.22
2017-05-11 15:30:00,12.81
2017-05-11 15:40:00,12.71
2017-05-11 15:50:00,12.81
2017-05-11 16:00:00,12.51
2017-05-11 16:10:00,12.41
2017-05-11 16:20:00,12.71
2017-05-11 16:30:00,12.54
2017-05-11 16:40:00,12.68
2017-05-11 16:50:00,12.92
2017-05-11 17:00:00,12.68
2017-05-11 17:10:00,13.08
2017-05-11 17:20:00,13.05
2017-05-11 17:30:00,13.02
2017-05-11 17:40:00,12.98
2017-05-11 17:50:00,12.98
2017-05-11 18:00:00,12.61
2017-05-11 18:10:00,12.61
2017-05-11 18:20:00,12.47
2017-05-11 18:30:00,12.44
2017-05-11 18:40:00,12.61
2017-05-11 18:50:00,12.61
2017-05-11 19:00:00,12.88
2017-05-11 19:10:00,12.41
2017-05-11 19:20:00,12.2
2017-05-11 19:30:00,12.27
2017-05-11 19:40:00,12.14
2017-05-11 19:50:00,11.76
2017-05-11 20:00:00,12.0
2017-05-11 20:10:00,11.8
2017-05-11 20:20:00,11.73
2017-05-11 20:30:00,11.53
2017-05-11 20:40:00,11.67
2017-05-11 20:50:00,11.43
2017-05-11 21:00:00,11.26
2017-05-11 21:10:00,11.06
2017-05-11 21:20:00,11.12
2017-05-11 21:30:00,11.26
2017-05-11 21:40:00,11.33
2017-05-11 21:50:00,11.19
2017-05-11 22:00:00,10.58
2017-05-11 22:10:00,10.52
2017-05-11 22:20:00,10.45
2017-05-11 22:30:00,10.35
2017-05-11 22:40:00,10.45
2017-05-11 22:50:00,10.45
2017-05-11 23:00:00,10.55
2017-05-11 23:10:00,10.72
2017-05-11 23:20:00,10.58
2017-05-11 23:30:00,10.55
2017-05-11 23:40:00,10.62
2017-05-11 23:50:00,10.65
2017-05-12 00:00:00,10.82
2017-05-12 00:10:00,10.69
2017-05-12 00:20:00,10.79
2017-05-12 00:30:00,10.86
2017-05-12 00:40:00,10.79
2017-05-12 00:50:00,10.82
2017-05-12 01:00:00,10.65
2017-05-12 01:10:00,10.69
2017-05-12 01:20:00,10.72
2017-05-12 01:30:00,10.79
2017-05-12 01:40:00,10.65
2017-05-12 01:50:00,10.69
2017-05-12 02:00:00,10.72
2017-05-12 02:10:00,10.65
2017-05-12 02:20:00,10.79
2017-05-12 02:30:00,10.79
2017-05-12 02:40:00,11.03
2017-05-12 02:50:00,10.96
2017-05-12 03:00:00,11.09
2017-05-12 03:10:00,11.06
2017-05-12 03:20:00,11.02
2017-05-12 03:30:00,11.13
2017-05-12 03:40:00,11.7
2017-05-12 03:50:00,11.97
2017-05-12 04:00:00,12.07
2017-05-12 04:10:00,11.06
2017-05-12 04:20:00,11.23
2017-05-12 04:30:00,11.33
2017-05-12 04:40:00,11.33
2017-05-12 04:50:00,11.4
2017-05-12 05:00:00,11.63
2017-05-12 05:10:00,11.77
2017-05-12 05:20:00,11.8
2017-05-12 05:30:00,11.6
2017-05-12 05:40:00,11.63
2017-05-12 05:50:00,11.9
2017-05-12 06:00:00,12.0
2017-05-12 06:10:00,11.66
2017-05-12 06:20:00,11.6
2017-05-12 06:30:00,11.83
2017-05-12 06:40:00,12.17
2017-05-12 06:50:00,12.44
2017-05-12 07:00:00,12.34
2017-05-12 07:10:00,12.27
2017-05-12 07:20:00,12.58
2017-05-12 07:30:00,12.61
2017-05-12 07:40:00,12.61
2017-05-12 07:50:00,12.17
2017-05-12 08:00:00,12.0
2017-05-12 08:10:00,11.73
2017-05-12 08:20:00,11.56
2017-05-12 08:30:00,11.6
2017-05-12 08:40:00,11.8
2017-05-12 08:50:00,12.27
2017-05-12 09:00:00,12.34
2017-05-12 09:10:00,12.1
2017-05-12 09:20:00,11.66
2017-05-12 09:30:00,11.63
2017-05-12 09:40:00,11.39
2017-05-12 09:50:00,12.54
2017-05-12 10:00:00,12.65
2017-05-12 10:10:00,13.08
2017-05-12 10:20:00,13.39
2017-05-12 10:30:00,13.19
2017-05-12 10:40:00,13.02
2017-05-12 10:50:00,13.66
2017-05-12 11:00:00,13.36
2017-05-12 11:10:00,13.19
2017-05-12 11:20:00,12.85
2017-05-12 11:30:00,12.64
2017-05-12 11:40:00,12.71
2017-05-12 11:50:00,12.64
2017-05-12 12:00:00,12.88
2017-05-12 12:10:00,13.36
2017-05-12 12:20:00,13.59
2017-05-12 12:30:00,13.9
2017-05-12 12:40:00,14.14
2017-05-12 12:50:00,14.37
2017-05-12 13:00:00,14.54
2017-05-12 13:10:00,15.36
2017-05-12 13:20:00,15.15
2017-05-12 13:30:00,14.98
2017-05-12 13:40:00,15.32
2017-05-12 13:50:00,15.59
2017-05-12 14:00:00,15.66
2017-05-12 14:10:00,16.17
2017-05-12 14:20:00,16.61
2017-05-12 14:30:00,16.61
2017-05-12 14:40:00,16.68
2017-05-12 14:50:00,17.22
2017-05-12 15:00:00,17.36
2017-05-12 15:10:00,17.59
2017-05-12 15:20:00,17.49
2017-05-12 15:30:00,17.86
2017-05-12 15:40:00,17.66
2017-05-12 15:50:00,17.49
2017-05-12 16:00:00,17.56
2017-05-12 16:10:00,17.46
2017-05-12 16:20:00,17.63
2017-05-12 16:30:00,17.63
2017-05-12 16:40:00,16.98
2017-05-12 16:50:00,16.71
2017-05-12 17:00:00,16.58
2017-05-12 17:10:00,16.51
2017-05-12 17:20:00,16.44
2017-05-12 17:30:00,16.14
2017-05-12 17:40:00,16.0
2017-05-12 17:50:00,15.93
2017-05-12 18:00:00,15.97
2017-05-12 18:10:00,15.86
2017-05-12 18:20:00,15.8
2017-05-12 18:30:00,15.69
2017-05-12 18:40:00,15.66
2017-05-12 18:50:00,15.63
2017-05-12 19:00:00,15.49
2017-05-12 19:10:00,15.39
2017-05-12 19:20:00,15.32
2017-05-12 19:30:00,15.29
2017-05-12 19:40:00,15.25
2017-05-12 19:50:00,15.32
2017-05-12 20:00:00,15.08
2017-05-12 20:10:00,14.71
2017-05-12 20:20:00,14.75
2017-05-12 20:30:00,14.81
2017-05-12 20:40:00,14.75
2017-05-12 20:50:00,14.37
2017-05-12 21:00:00,14.51
2017-05-12 21:10:00,14.68
2017-05-12 21:20:00,14.85
2017-05-12 21:30:00,14.85
2017-05-12 21:40:00,14.68
2017-05-12 21:50:00,14.51
2017-05-12 22:00:00,14.47
2017-05-12 22:10:00,14.34
2017-05-12 22:20:00,14.27
2017-05-12 22:30:00,14.24
2017-05-12 22:40:00,14.17
2017-05-12 22:50:00,14.07
2017-05-12 23:00:00,14.27
2017-05-12 23:10:00,14.27
2017-05-12 23:20:00,14.0
2017-05-12 23:30:00,13.66
2017-05-12 23:40:00,13.46
2017-05-12 23:50:00,13.59
2017-05-13 00:00:00,13.53
2017-05-13 00:10:00,13.46
2017-05-13 00:20:00,13.46
2017-05-13 00:30:00,13.42
2017-05-13 00:40:00,13.29
2017-05-13 00:50:00,13.39
2017-05-13 01:00:00,13.15
2017-05-13 01:10:00,13.22
2017-05-13 01:20:00,13.25
2017-05-13 01:30:00,13.19
2017-05-13 01:40:00,13.22
2017-05-13 01:50:00,13.15
2017-05-13 02:00:00,13.29
2017-05-13 02:10:00,13.25
2017-05-13 02:20:00,13.36
2017-05-13 02:30:00,13.32
2017-05-13 02:40:00,12.88
2017-05-13 02:50:00,12.58
2017-05-13 03:00:00,12.78
2017-05-13 03:10:00,12.88
2017-05-13 03:20:00,12.85
2017-05-13 03:30:00,12.92
2017-05-13 03:40:00,12.98
2017-05-13 03:50:00,12.95
2017-05-13 04:00:00,12.81
2017-05-13 04:10:00,13.02
2017-05-13 04:20:00,12.92
2017-05-13 04:30:00,13.02
2017-05-13 04:40:00,12.71
2017-05-13 04:50:00,12.64
2017-05-13 05:00:00,12.37
2017-05-13 05:10:00,12.1
2017-05-13 05:20:00,12.44
2017-05-13 05:30:00,12.37
2017-05-13 05:40:00,12.54
2017-05-13 05:50:00,12.34
2017-05-13 06:00:00,12.34
2017-05-13 06:10:00,12.47
2017-05-13 06:20:00,12.64
2017-05-13 06:30:00,12.81
2017-05-13 06:40:00,12.81
2017-05-13 06:50:00,13.12
2017-05-13 07:00:00,13.02
2017-05-13 07:10:00,13.05
2017-05-13 07:20:00,12.95
2017-05-13 07:30:00,13.22
2017-05-13 07:40:00,13.19
2017-05-13 07:50:00,13.29
2017-05-13 08:00:00,13.69
2017-05-13 08:10:00,13.69
2017-05-13 08:20:00,13.42
2017-05-13 08:30:00,13.12
2017-05-13 08:40:00,12.58
2017-05-13 08:50:00,12.88
2017-05-13 09:00:00,13.08
2017-05-13 09:10:00,13.36
2017-05-13 09:20:00,13.46
2017-05-13 09:30:00,13.32
2017-05-13 09:40:00,13.22
2017-05-13 09:50:00,12.85
2017-05-13 10:00:00,13.46
2017-05-13 10:10:00,13.69
2017-05-13 10:20:00,13.93
2017-05-13 10:30:00,14.17
2017-05-13 10:40:00,14.31
2017-05-13 10:50:00,14.64
2017-05-13 11:00:00,15.29
2017-05-13 11:10:00,15.36
2017-05-13 11:20:00,15.63
2017-05-13 11:30:00,15.9
2017-05-13 11:40:00,16.0
2017-05-13 11:50:00,16.44
2017-05-13 12:00:00,16.85
2017-05-13 12:10:00,17.19
2017-05-13 12:20:00,17.63
2017-05-13 12:30:00,17.69
2017-05-13 12:40:00,18.03
2017-05-13 12:50:00,17.86
2017-05-13 13:00:00,17.97
2017-05-13 13:10:00,18.44
2017-05-13 13:20:00,18.81
2017-05-13 13:30:00,18.85
2017-05-13 13:40:00,18.64
2017-05-13 13:50:00,18.95
2017-05-13 14:00:00,18.81
2017-05-13 14:10:00,18.95
2017-05-13 14:20:00,18.85
2017-05-13 14:30:00,19.25
2017-05-13 14:40:00,19.69
2017-05-13 14:50:00,19.66
2017-05-13 15:00:00,19.12
2017-05-13 15:10:00,19.05
2017-05-13 15:20:00,18.85
2017-05-13 15:30:00,18.98
2017-05-13 15:40:00,19.12
2017-05-13 15:50:00,19.39
2017-05-13 16:00:00,19.42
2017-05-13 16:10:00,19.15
2017-05-13 16:20:00,19.32
2017-05-13 16:30:00,19.46
2017-05-13 16:40:00,19.46
2017-05-13 16:50:00,19.56
2017-05-13 17:00:00,19.32
2017-05-13 17:10:00,19.12
2017-05-13 17:20:00,19.02
2017-05-13 17:30:00,18.58
2017-05-13 17:40:00,18.51
2017-05-13 17:50:00,18.24
2017-05-13 18:00:00,18.2
2017-05-13 18:10:00,17.8
2017-05-13 18:20:00,17.42
2017-05-13 18:30:00,17.29
2017-05-13 18:40:00,17.22
2017-05-13 18:50:00,16.85
2017-05-13 19:00:00,16.68
2017-05-13 19:10:00,16.64
2017-05-13 19:20:00,16.34
2017-05-13 19:30:00,16.14
2017-05-13 19:40:00,16.0
2017-05-13 19:50:00,15.76
2017-05-13 20:00:00,15.76
2017-05-13 20:10:00,15.59
2017-05-13 20:20:00,15.56
2017-05-13 20:30:00,15.25
2017-05-13 20:40:00,15.02
2017-05-13 20:50:00,15.12
2017-05-13 21:00:00,14.98
2017-05-13 21:10:00,14.92
2017-05-13 21:20:00,14.75
2017-05-13 21:30:00,14.78
2017-05-13 21:40:00,14.75
2017-05-13 21:50:00,14.75
2017-05-13 22:00:00,14.51
2017-05-13 22:10:00,14.44
2017-05-13 22:20:00,14.2
2017-05-13 22:30:00,14.1
2017-05-13 22:40:00,14.07
2017-05-13 22:50:00,14.17
2017-05-13 23:00:00,14.0
2017-05-13 23:10:00,13.83
2017-05-13 23:20:00,13.9
2017-05-13 23:30:00,13.83
2017-05-13 23:40:00,14.0
2017-05-13 23:50:00,13.97
2017-05-14 00:00:00,14.03
2017-05-14 00:10:00,14.24
2017-05-14 00:20:00,14.27
2017-05-14 00:30:00,14.17
2017-05-14 00:40:00,14.17
2017-05-14 00:50:00,13.97
2017-05-14 01:00:00,13.56
2017-05-14 01:10:00,13.66
2017-05-14 01:20:00,13.73
2017-05-14 01:30:00,13.73
2017-05-14 01:40:00,13.9
2017-05-14 01:50:00,13.8
2017-05-14 02:00:00,13.66
2017-05-14 02:10:00,13.66
2017-05-14 02:20:00,13.66
2017-05-14 02:30:00,13.46
2017-05-14 02:40:00,13.22
2017-05-14 02:50:00,13.22
2017-05-14 03:00:00,13.19
2017-05-14 03:10:00,12.92
2017-05-14 03:20:00,12.95
2017-05-14 03:30:00,12.98
2017-05-14 03:40:00,13.15
2017-05-14 03:50:00,13.15
2017-05-14 04:00:00,12.71
2017-05-14 04:10:00,12.54
2017-05-14 04:20:00,12.75
2017-05-14 04:30:00,12.58
2017-05-14 04:40:00,11.9
2017-05-14 04:50:00,12.07
2017-05-14 05:00:00,12.07
2017-05-14 05:10:00,11.49
2017-05-14 05:20:00,11.32
2017-05-14 05:30:00,11.36
2017-05-14 05:40:00,11.53
2017-05-14 05:50:00,11.97
2017-05-14 06:00:00,11.9
2017-05-14 06:10:00,12.01
2017-05-14 06:20:00,12.31
2017-05-14 06:30:00,12.41
2017-05-14 06:40:00,12.55
2017-05-14 06:50:00,12.68
2017-05-14 07:00:00,12.85
2017-05-14 07:10:00,12.92
2017-05-14 07:20:00,12.81
2017-05-14 07:30:00,12.88
2017-05-14 07:40:00,12.98
2017-05-14 07:50:00,13.36
2017-05-14 08:00:00,13.49
2017-05-14 08:10:00,13.49
2017-05-14 08:20:00,13.56
2017-05-14 08:30:00,12.98
2017-05-14 08:40:00,12.75
2017-05-14 08:50:00,12.07
2017-05-14 09:00:00,11.39
2017-05-14 09:10:00,11.39
2017-05-14 09:20:00,11.42
2017-05-14 09:30:00,11.29
2017-05-14 09:40:00,11.12
2017-05-14 09:50:00,11.8
2017-05-14 10:00:00,11.93
2017-05-14 10:10:00,11.87
2017-05-14 10:20:00,11.42
2017-05-14 10:30:00,11.49
2017-05-14 10:40:00,11.76
2017-05-14 10:50:00,11.86
2017-05-14 11:00:00,11.93
2017-05-14 11:10:00,12.37
2017-05-14 11:20:00,12.47
2017-05-14 11:30:00,12.68
2017-05-14 11:40:00,12.71
2017-05-14 11:50:00,12.64
2017-05-14 12:00:00,12.61
2017-05-14 12:10:00,12.51
2017-05-14 12:20:00,12.37
2017-05-14 12:30:00,12.34
2017-05-14 12:40:00,12.47
2017-05-14 12:50:00,12.47
2017-05-14 13:00:00,12.51
2017-05-14 13:10:00,12.47
2017-05-14 13:20:00,12.51
2017-05-14 13:30:00,12.64
2017-05-14 13:40:00,12.54
2017-05-14 13:50:00,12.58
2017-05-14 14:00:00,12.64
2017-05-14 14:10:00,12.85
2017-05-14 14:20:00,12.75
2017-05-14 14:30:00,12.85
2017-05-14 14:40:00,12.98
2017-05-14 14:50:00,13.12
2017-05-14 15:00:00,13.39
2017-05-14 15:10:00,13.66
2017-05-14 15:20:00,13.32
2017-05-14 15:30:00,13.32
2017-05-14 15:40:00,13.42
2017-05-14 15:50:00,13.25
2017-05-14 16:00:00,13.42
2017-05-14 16:10:00,13.69
2017-05-14 16:20:00,14.03
2017-05-14 16:30:00,14.54
2017-05-14 16:40:00,14.51
2017-05-14 16:50:00,15.08
2017-05-14 17:00:00,15.25
2017-05-14 17:10:00,15.32
2017-05-14 17:20:00,15.19
2017-05-14 17:30:00,15.12
2017-05-14 17:40:00,15.12
2017-05-14 17:50:00,14.92
2017-05-14 18:00:00,15.46
2017-05-14 18:10:00,15.53
2017-05-14 18:20:00,15.05
2017-05-14 18:30:00,15.25
2017-05-14 18:40:00,15.19
2017-05-14 18:50:00,14.88
2017-05-14 19:00:00,14.51
2017-05-14 19:10:00,14.24
2017-05-14 19:20:00,14.27
2017-05-14 19:30:00,14.24
2017-05-14 19:40:00,14.14
2017-05-14 19:50:00,14.0
2017-05-14 20:00:00,13.93
2017-05-14 20:10:00,13.86
2017-05-14 20:20:00,14.37
2017-05-14 20:30:00,14.44
2017-05-14 20:40:00,14.41
2017-05-14 20:50:00,14.03
2017-05-14 21:00:00,13.9
2017-05-14 21:10:00,13.53
2017-05-14 21:20:00,13.46
2017-05-14 21:30:00,13.46
2017-05-14 21:40:00,13.46
2017-05-14 21:50:00,12.64
2017-05-14 22:00:00,12.41
2017-05-14 22:10:00,12.48
2017-05-14 22:20:00,12.58
2017-05-14 22:30:00,12.51
2017-05-14 22:40:00,12.34
2017-05-14 22:50:00,12.18
2017-05-14 23:00:00,12.07
2017-05-14 23:10:00,11.7
2017-05-14 23:20:00,11.9
2017-05-14 23:30:00,11.6
2017-05-14 23:40:00,11.23
2017-05-14 23:50:00,11.4
2017-05-15 00:00:00,11.13
2017-05-15 00:10:00,11.33
2017-05-15 00:20:00,11.03
2017-05-15 00:30:00,10.89
2017-05-15 00:40:00,11.26
2017-05-15 00:50:00,11.53
2017-05-15 01:00:00,11.53
2017-05-15 01:10:00,11.74
2017-05-15 01:20:00,11.94
2017-05-15 01:30:00,11.57
2017-05-15 01:40:00,11.47
2017-05-15 01:50:00,11.13
2017-05-15 02:00:00,11.53
2017-05-15 02:10:00,11.53
2017-05-15 02:20:00,10.52
2017-05-15 02:30:00,10.45
2017-05-15 02:40:00,10.31
2017-05-15 02:50:00,10.28
2017-05-15 03:00:00,10.11
2017-05-15 03:10:00,9.6
2017-05-15 03:20:00,9.4
2017-05-15 03:30:00,8.96
2017-05-15 03:40:00,9.33
2017-05-15 03:50:00,9.53
2017-05-15 04:00:00,9.5
2017-05-15 04:10:00,9.4
2017-05-15 04:20:00,9.26
2017-05-15 04:30:00,9.43
2017-05-15 04:40:00,9.36
2017-05-15 04:50:00,8.96
2017-05-15 05:00:00,8.96
2017-05-15 05:10:00,9.09
2017-05-15 05:20:00,9.23
2017-05-15 05:30:00,9.19
2017-05-15 05:40:00,9.16
2017-05-15 05:50:00,9.13
2017-05-15 06:00:00,9.3
2017-05-15 06:10:00,8.82
2017-05-15 06:20:00,8.69
2017-05-15 06:30:00,8.62
2017-05-15 06:40:00,8.82
2017-05-15 06:50:00,8.82
2017-05-15 07:00:00,8.55
2017-05-15 07:10:00,8.38
2017-05-15 07:20:00,8.55
2017-05-15 07:30:00,8.25
2017-05-15 07:40:00,8.58
2017-05-15 07:50:00,8.41
2017-05-15 08:00:00,8.01
2017-05-15 08:10:00,8.38
2017-05-15 08:20:00,8.65
2017-05-15 08:30:00,8.86
2017-05-15 08:40:00,8.92
2017-05-15 08:50:00,8.89
2017-05-15 09:00:00,8.99
2017-05-15 09:10:00,8.86
2017-05-15 09:20:00,9.13
2017-05-15 09:30:00,9.5
2017-05-15 09:40:00,9.81
2017-05-15 09:50:00,10.45
2017-05-15 10:00:00,10.58
2017-05-15 10:10:00,10.41
2017-05-15 10:20:00,10.54
2017-05-15 10:30:00,10.51
2017-05-15 10:40:00,10.81
2017-05-15 10:50:00,11.63
2017-05-15 11:00:00,12.07
2017-05-15 11:10:00,12.51
2017-05-15 11:20:00,12.51
2017-05-15 11:30:00,12.81
2017-05-15 11:40:00,13.42
2017-05-15 11:50:00,13.49
2017-05-15 12:00:00,13.59
2017-05-15 12:10:00,13.9
2017-05-15 12:20:00,13.93
2017-05-15 12:30:00,14.37
2017-05-15 12:40:00,14.54
2017-05-15 12:50:00,15.25
2017-05-15 13:00:00,15.36
2017-05-15 13:10:00,15.59
2017-05-15 13:20:00,15.8
2017-05-15 13:30:00,15.86
2017-05-15 13:40:00,16.07
2017-05-15 13:50:00,16.07
2017-05-15 14:00:00,15.86
2017-05-15 14:10:00,16.54
2017-05-15 14:20:00,16.78
2017-05-15 14:30:00,17.36
2017-05-15 14:40:00,17.49
2017-05-15 14:50:00,17.25
2017-05-15 15:00:00,17.19
2017-05-15 15:10:00,17.76
2017-05-15 15:20:00,17.8
2017-05-15 15:30:00,17.66
2017-05-15 15:40:00,17.56
2017-05-15 15:50:00,18.0
2017-05-15 16:00:00,18.07
2017-05-15 16:10:00,19.22
2017-05-15 16:20:00,19.69
2017-05-15 16:30:00,18.88
2017-05-15 16:40:00,18.61
2017-05-15 16:50:00,18.34
2017-05-15 17:00:00,17.69
2017-05-15 17:10:00,17.22
2017-05-15 17:20:00,16.92
2017-05-15 17:30:00,17.08
2017-05-15 17:40:00,17.39
2017-05-15 17:50:00,17.22
2017-05-15 18:00:00,17.22
2017-05-15 18:10:00,17.08
2017-05-15 18:20:00,16.88
2017-05-15 18:30:00,16.41
2017-05-15 18:40:00,16.17
2017-05-15 18:50:00,15.93
2017-05-15 19:00:00,15.63
2017-05-15 19:10:00,15.59
2017-05-15 19:20:00,15.29
2017-05-15 19:30:00,15.08
2017-05-15 19:40:00,14.81
2017-05-15 19:50:00,14.27
2017-05-15 20:00:00,13.86
2017-05-15 20:10:00,13.66
2017-05-15 20:20:00,13.42
2017-05-15 20:30:00,13.42
2017-05-15 20:40:00,13.56
2017-05-15 20:50:00,13.63
2017-05-15 21:00:00,13.53
2017-05-15 21:10:00,13.56
2017-05-15 21:20:00,13.69
2017-05-15 21:30:00,13.73
2017-05-15 21:40:00,13.93
2017-05-15 21:50:00,14.07
2017-05-15 22:00:00,13.93
2017-05-15 22:10:00,13.9
2017-05-15 22:20:00,13.29
2017-05-15 22:30:00,12.75
2017-05-15 22:40:00,12.58
2017-05-15 22:50:00,12.34
2017-05-15 23:00:00,12.37
2017-05-15 23:10:00,12.47
2017-05-15 23:20:00,12.44
2017-05-15 23:30:00,11.83
2017-05-15 23:40:00,11.63
2017-05-15 23:50:00,11.53
2017-05-16 00:00:00,11.42
2017-05-16 00:10:00,11.36
2017-05-16 00:20:00,11.56
2017-05-16 00:30:00,11.73
2017-05-16 00:40:00,11.87
2017-05-16 00:50:00,11.77
2017-05-16 01:00:00,11.6
2017-05-16 01:10:00,11.7
2017-05-16 01:20:00,11.46
2017-05-16 01:30:00,11.39
2017-05-16 01:40:00,11.26
2017-05-16 01:50:00,11.09
2017-05-16 02:00:00,10.96
2017-05-16 02:10:00,10.65
2017-05-16 02:20:00,10.58
2017-05-16 02:30:00,10.75
2017-05-16 02:40:00,10.86
2017-05-16 02:50:00,10.99
2017-05-16 03:00:00,10.96
2017-05-16 03:10:00,10.99
2017-05-16 03:20:00,10.82
2017-05-16 03:30:00,10.99
2017-05-16 03:40:00,10.89
2017-05-16 03:50:00,10.65
2017-05-16 04:00:00,10.72
2017-05-16 04:10:00,10.79
2017-05-16 04:20:00,10.72
2017-05-16 04:30:00,10.86
2017-05-16 04:40:00,11.03
2017-05-16 04:50:00,10.96
2017-05-16 05:00:00,10.89
2017-05-16 05:10:00,10.82
2017-05-16 05:20:00,10.52
2017-05-16 05:30:00,9.77
2017-05-16 05:40:00,10.04
2017-05-16 05:50:00,10.01
2017-05-16 06:00:00,9.91
2017-05-16 06:10:00,9.64
2017-05-16 06:20:00,9.47
2017-05-16 06:30:00,8.89
2017-05-16 06:40:00,8.62
2017-05-16 06:50:00,8.21
2017-05-16 07:00:00,8.21
2017-05-16 07:10:00,8.35
2017-05-16 07:20:00,8.69
2017-05-16 07:30:00,8.89
2017-05-16 07:40:00,8.96
2017-05-16 07:50:00,9.09
2017-05-16 08:00:00,9.09
2017-05-16 08:10:00,9.16
2017-05-16 08:20:00,9.36
2017-05-16 08:30:00,9.5
2017-05-16 08:40:00,9.53
2017-05-16 08:50:00,9.5
2017-05-16 09:00:00,9.77
2017-05-16 09:10:00,9.87
2017-05-16 09:20:00,9.94
2017-05-16 09:30:00,10.14
2017-05-16 09:40:00,10.24
2017-05-16 09:50:00,10.31
2017-05-16 10:00:00,10.35
2017-05-16 10:10:00,10.52
2017-05-16 10:20:00,10.65
2017-05-16 10:30:00,10.68
2017-05-16 10:40:00,10.58
2017-05-16 10:50:00,10.65
2017-05-16 11:00:00,10.98
2017-05-16 11:10:00,11.09
2017-05-16 11:20:00,11.22
2017-05-16 11:30:00,10.92
2017-05-16 11:40:00,10.75
2017-05-16 11:50:00,10.81
2017-05-16 12:00:00,10.81
2017-05-16 12:10:00,11.02
2017-05-16 12:20:00,11.25
2017-05-16 12:30:00,11.29
