Fechas,Global_Avg,Difusa_Avg,Directa_Avg
2017-07-03 21:51:00,0.4011553,0.0,1492.981
2017-07-03 21:51:00,0.4011556,0.0,1650.826
2017-07-03 21:51:00,0.4011559,0.0,1475.115
2017-07-03 21:51:00,0.4011561,0.0,1012.366
2017-07-03 21:51:00,0.401155,0.005822512,1060.916
2017-07-03 21:51:00,0.401154,0.005822512,1908.45
2017-07-03 21:51:00,0.4011533,0.0,1744.097
2017-07-03 21:51:00,0.4011529,0.0,1542.726
2017-07-03 21:51:00,0.4011526,0.0,1522.523
2017-07-03 21:51:00,0.4011525,0.0,1324.127
2017-07-03 21:51:00,0.4011525,0.0,1193.166
2017-07-03 21:51:00,0.4011526,0.0,1734.691
2017-07-03 21:51:00,0.4011528,0.0,1399.584
2017-07-03 21:51:00,0.4011529,0.0,1235.504
2017-07-03 21:51:00,0.4011511,0.1513841,1132.09
2017-07-03 21:51:00,0.4011508,0.3435255,1517.177
2017-07-03 21:51:00,0.4011499,0.2678329,1447.772
2017-07-03 21:51:00,0.4011499,0.2794777,1367.152
2017-07-03 21:51:00,0.4011497,0.4541512,1438.353
2017-07-03 21:51:00,0.6418396,0.6986941,1609.169
2017-07-03 21:51:00,0.5014375,0.5647782,1782.334
2017-07-03 21:51:00,0.4011498,0.3493471,1744.107
2017-07-03 21:51:00,0.401148,0.06986912,1607.005
2017-07-03 21:51:00,0.4011479,0.0,1398.97
2017-07-03 21:51:00,0.4011473,0.0,1431.67
2017-07-03 21:51:00,0.4011473,0.0,1473.296
2017-07-03 21:51:00,0.4011473,0.0,1540.524
2017-07-03 21:51:00,0.4011466,0.0,1294.394
2017-07-03 21:51:00,0.4011452,0.0,1361.874
2017-07-03 21:51:00,0.4011449,0.0,1483.057
2017-07-03 21:51:00,0.4011445,0.0,1768.464
2017-07-03 21:51:00,0.07354316,0.0,1817.326
2017-07-03 21:51:00,0.01337149,0.0,1343.68
2017-07-03 21:51:00,0.2540573,0.0,1176.535
2017-07-03 21:51:00,0.4011429,0.0,1462.411
2017-07-03 21:51:00,0.4011426,0.0,1343.94
2017-07-03 21:51:00,0.4011424,0.0,1534.045
2017-07-03 21:51:00,0.4011409,0.0,1804.593
2017-07-03 21:51:00,0.3944545,0.0,1640.366
2017-07-03 21:51:00,0.2540552,0.0,1641.589
2017-07-03 21:51:00,0.06017094,0.0,1361.237
2017-07-03 21:51:00,0.3743973,0.0,1354.301
2017-07-03 21:51:00,0.3810831,0.0,1631.901
2017-07-03 21:51:00,0.08691348,0.0,1582.447
2017-07-03 21:51:00,0.0,0.0,1566.985
2017-07-03 21:51:00,0.0,0.0,1558.875
2017-07-03 21:51:00,0.0,0.0,1688.696
2017-07-03 21:51:00,-0.267418,0.0,1514.393
2017-07-03 21:51:00,-0.1738217,0.0,1335.436
2017-07-03 21:51:00,0.0,0.0,1299.758
2017-07-03 21:51:00,0.0,0.0,1606.048
2017-07-03 21:51:00,0.0,0.0,1480.541
2017-07-03 21:51:00,0.0,0.0,1662.398
2017-07-03 21:51:00,-0.2874619,-0.1222593,1582.058
2017-07-03 21:51:00,-0.4011094,-0.4657491,1450.891
2017-07-03 21:51:00,-0.4211641,-0.6986226,1613.385
2017-07-03 21:51:00,-0.6885708,-0.6986235,1732.867
2017-07-03 21:51:00,-0.6284059,-0.6986251,1621.514
2017-07-03 21:51:00,-0.4077965,-0.6928053,1580.049
2017-07-03 21:51:00,-0.4011131,-0.3900686,1511.793
2017-07-03 21:51:00,-0.4011111,-0.3493133,1536.669
2017-07-03 21:51:00,-0.4011088,-0.3493114,1574.163
2017-07-03 21:51:00,-0.4011078,-0.3493105,1418.054
2017-07-03 21:51:00,-0.401107,-0.3493099,1466.565
2017-07-03 21:51:00,-0.4011087,-0.3493113,1289.649
2017-07-03 21:51:00,-0.4011098,-0.1921217,1482.069
2017-07-03 21:51:00,-0.4011069,0.0,1686.536
2017-07-03 21:51:00,-0.4011055,0.0,1396.33
2017-07-03 21:51:00,-0.287457,0.0,1754.012
2017-07-03 21:51:00,0.0,0.0,1558.607
2017-07-03 21:51:00,0.0,0.0,1958.331
2017-07-03 21:51:00,-0.006685043,0.0,1570.647
2017-07-03 21:51:00,0.0,0.0,1291.648
2017-07-03 21:51:00,-0.03342481,0.0,1796.238
2017-07-03 21:51:00,-0.3476144,0.0,1562.049
2017-07-03 21:51:00,-0.3944084,0.0,1582.539
2017-07-03 21:51:00,-0.4010949,-0.005821656,1627.198
2017-07-03 21:51:00,-0.3476156,0.0,1507.308
2017-07-03 21:51:00,-0.1069589,0.0,1511.912
2017-07-03 21:51:00,0.0,0.0,1345.016
2017-07-03 21:51:00,-0.04010911,0.0,1893.695
2017-07-03 21:51:00,-0.4010914,0.0,1588.619
2017-07-03 21:51:00,-0.4010925,-0.01164324,1504.46
2017-07-03 21:51:00,-0.4010913,-0.244507,1830.52
2017-07-03 21:51:00,-0.4010881,-0.366758,1403.498
2017-07-03 21:51:00,-0.4010886,-0.3725801,1536.715
2017-07-03 21:51:00,-0.4010898,-0.3958675,1568.973
2017-07-03 21:51:00,-0.4010881,-0.3492934,1344.225
