Fechas,PTemp_C_Avg
2017-05-10 19:40:00,15.789999999999999
2017-05-10 19:50:00,15.57
2017-05-10 20:00:00,15.35
2017-05-10 20:10:00,15.17
2017-05-10 20:20:00,14.98
2017-05-10 20:30:00,14.82
2017-05-10 20:40:00,14.710000000000001
2017-05-10 20:50:00,14.6
2017-05-10 21:00:00,14.470000000000001
2017-05-10 21:10:00,14.390000000000001
2017-05-10 21:20:00,14.33
2017-05-10 21:30:00,14.279999999999999
2017-05-10 21:40:00,14.19
2017-05-10 21:50:00,14.09
2017-05-10 22:00:00,14.01
2017-05-10 22:10:00,13.93
2017-05-10 22:20:00,13.859999999999999
2017-05-10 22:30:00,13.81
2017-05-10 22:40:00,13.779999999999999
2017-05-10 22:50:00,13.76
2017-05-10 23:00:00,13.75
2017-05-10 23:10:00,13.76
2017-05-10 23:20:00,13.77
2017-05-10 23:30:00,13.76
2017-05-10 23:40:00,13.75
2017-05-10 23:50:00,13.75
2017-05-11 00:00:00,13.74
2017-05-11 00:10:00,13.720000000000001
2017-05-11 00:20:00,13.69
2017-05-11 00:30:00,13.640000000000001
2017-05-11 00:40:00,13.609999999999999
2017-05-11 00:50:00,13.58
2017-05-11 01:00:00,13.56
2017-05-11 01:10:00,13.56
2017-05-11 01:20:00,13.529999999999999
2017-05-11 01:30:00,13.390000000000001
2017-05-11 01:40:00,13.19
2017-05-11 01:50:00,12.970000000000001
2017-05-11 02:00:00,12.81
2017-05-11 02:10:00,12.699999999999999
2017-05-11 02:20:00,12.619999999999999
2017-05-11 02:30:00,12.51
2017-05-11 02:40:00,12.380000000000001
2017-05-11 02:50:00,12.27
2017-05-11 03:00:00,12.23
2017-05-11 03:10:00,12.24
2017-05-11 03:20:00,12.279999999999999
2017-05-11 03:30:00,12.31
2017-05-11 03:40:00,12.33
2017-05-11 03:50:00,12.35
2017-05-11 04:00:00,12.34
2017-05-11 04:10:00,12.289999999999999
2017-05-11 04:20:00,12.210000000000001
2017-05-11 04:30:00,12.15
2017-05-11 04:40:00,12.119999999999999
2017-05-11 04:50:00,12.07
2017-05-11 05:00:00,12.02
2017-05-11 05:10:00,12.0
2017-05-11 05:20:00,11.949999999999999
2017-05-11 05:30:00,11.869999999999999
2017-05-11 05:40:00,11.82
2017-05-11 05:50:00,11.800000000000001
2017-05-11 06:00:00,11.77
2017-05-11 06:10:00,11.75
2017-05-11 06:20:00,11.720000000000001
2017-05-11 06:30:00,11.69
2017-05-11 06:40:00,11.609999999999999
2017-05-11 06:50:00,11.49
2017-05-11 07:00:00,11.390000000000001
2017-05-11 07:10:00,11.380000000000001
2017-05-11 07:20:00,11.42
2017-05-11 07:30:00,11.44
2017-05-11 07:40:00,11.529999999999999
2017-05-11 07:50:00,11.619999999999999
2017-05-11 08:00:00,11.720000000000001
2017-05-11 08:10:00,11.789999999999999
2017-05-11 08:20:00,11.859999999999999
2017-05-11 08:30:00,11.92
2017-05-11 08:40:00,11.970000000000001
2017-05-11 08:50:00,11.98
2017-05-11 09:00:00,11.91
2017-05-11 09:10:00,11.84
2017-05-11 09:20:00,11.82
2017-05-11 09:30:00,11.789999999999999
2017-05-11 09:40:00,11.73
2017-05-11 09:50:00,11.67
2017-05-11 10:00:00,11.630000000000001
2017-05-11 10:10:00,11.56
2017-05-11 10:20:00,11.51
2017-05-11 10:30:00,11.460000000000001
2017-05-11 10:40:00,11.4
2017-05-11 10:50:00,11.4
2017-05-11 11:00:00,11.43
2017-05-11 11:10:00,11.5
2017-05-11 11:20:00,11.56
2017-05-11 11:30:00,11.66
2017-05-11 11:40:00,11.800000000000001
2017-05-11 11:50:00,11.970000000000001
2017-05-11 12:00:00,12.19
2017-05-11 12:10:00,12.4
2017-05-11 12:20:00,12.68
2017-05-11 12:30:00,13.02
