Record;Global;Difusa;Directa;
123115;640.6262;345.4969;218.2354;
123116;661.4706;348.5049;237.5146;
123117;639.7385;347.7511;212.7783;
123118;622.6201;347.9244;192.3653;
123119;637.9006;347.9217;209.5182;
123120;591.5821;343.22;162.1711;
123121;553.4984;337.4522;127.2988;
123122;562.5302;334.6068;141.6164;
123123;549.0322;330.3579;132.6149;
123124;510.3179;325.5057;95.68685;
123125;490.9285;323.7835;75.69899;
123126;540.0901;329.735;121.6996;
123127;566.4977;333.9353;144.8772;
123128;581.0354;336.5655;156.7849;
123129;584.6495;337.3605;159.7619;
123130;571.086;336.2133;145.3026;
123131;578.8945;335.9354;154.5878;
123132;576.8616;334.7415;153.7373;
123133;576.6088;334.0693;153.8791;
123134;570.5745;333.3758;147.5;
123135;568.1522;332.9895;145.5154;
123136;570.7289;332.4706;149.272;
123137;560.3115;331.1309;139.4198;
123138;563.4228;331.5953;141.1209;
123139;562.3787;330.9891;140.2704;
123140;554.7416;330.4064;132.1901;
123141;559.8573;331.1851;137.2934;
123142;557.1906;331.6613;132.7572;
123143;554.2236;332.8766;127.6538;
123144;555.8456;334.563;126.5907;
123145;566.8538;337.3026;134.2456;
123146;554.7283;338.5003;119.7153;
123147;566.3513;341.5833;128.0082;
123148;572.5092;345.4571;129.1423;
123149;579.6567;349.8782;130.1346;
123150;595.7615;354.6247;140.1995;
123151;608.5336;358.6736;147.7836;
123152;617.7112;362.6464;151.9655;
123153;621.8862;365.8751;151.682;
123154;632.3799;370.0865;156.998;
123155;649.3204;374.5193;168.2678;
123156;661.9186;378.5098;175.4267;
123157;659.1263;381.4592;168.5514;
123158;640.5688;381.907;147.2876;
123159;659.0792;386.3456;160.9673;
123160;676.1731;391.5346;171.0322;
123161;678.5311;393.7859;169.6855;
123162;688.4575;394.2279;179.5378;
123163;680.6619;393.3495;171.4575;
123164;673.1533;391.4704;167.063;
123165;671.3964;389.5739;167.6301;
123166;676.8807;389.1724;173.4422;
123167;662.9995;386.3568;162.385;
123168;645.6113;382.1915;150.3355;
123169;603.467;375.961;114.2578;
123170;587.1209;373.8027;99.58572;
123171;611.9037;376.5834;121.4875;
123172;610.9218;376.9673;120.2825;
123173;610.6946;377.2757;119.999;
123174;623.6339;378.5089;130.9145;
123175;635.2904;378.4915;143.3184;
123176;645.7447;377.7701;154.0212;
123177;639.766;375.4257;151.3987;
123178;597.3345;337.281;167.8427;
123179;654.4553;377.1069;152.6745;
123180;625.277;367.386;168.7641;
123181;691.9102;376.019;195.344;
123182;699.9864;373.0871;216.5369;
123183;716.6732;370.1493;237.0921;
123184;722.6317;366.5891;247.2279;
123185;744.4354;364.1109;272.8864;
123186;768.1295;362.8194;299.1118;
123187;808.7575;363.8782;339.4423;
123188;829.7194;364.2156;360.9188;
123189;856.7937;366.0249;385.585;
123190;851.7637;366.6881;378.7806;
123191;810.8486;364.3204;340.0095;
123192;749.1853;362.6218;278.6986;
123193;701.5968;360.4403;232.5561;
123194;648.9613;358.8153;181.8771;
123195;645.9368;361.7269;174.6474;
123196;615.8645;359.3656;146.8626;
123197;568.5847;352.2748;108.7294;
123198;516.0742;342.6882;67.61918;
123199;502.7349;339.332;57.76691;
123200;501.7227;340.3593;55.85316;
123201;512.0809;343.3652;62.87025;
123202;520.5276;346.2833;67.12304;
123203;522.5834;347.2479;68.25712;
123204;516.0734;346.3495;63.15315;
123205;507.6288;344.5976;55.63977;
123206;506.2152;345.188;54.15084;
123207;515.038;348.9277;57.69463;
123208;534.5059;354.888;69.9568;
123209;556.2276;360.4721;84.62865;
123210;574.6474;365.2462;96.46568;
123211;605.674;369.2889;122.1946;
123212;584.6296;365.0809;106.0332;
123213;544.3183;355.5118;78.6035;
123214;529.2272;349.1584;71.30344;
123215;527.0162;345.1446;73.99684;
123216;511.6054;341.2117;63.71975;
123217;489.9315;335.3083;49.96936;
123218;477.4923;330.5184;43.66129;
123219;478.8163;330.7985;44.0866;
123220;487.5169;334.6113;47.98502;
123221;487.4582;336.9682;45.00814;
123222;485.0229;337.7148;41.39337;
123223;492.0483;340.5756;45.5041;
123224;532.7717;348.9853;74.7765;
123225;610.4471;361.6185;135.5894;
123226;649.2996;368.8997;164.7194;
123227;662.153;370.006;175.7756;
123228;661.3997;368.25;177.3343;
123229;689.5233;368.8155;204.8355;
123230;738.8677;372.0041;249.9142;
123231;742.4508;369.9345;256.5069;
123232;739.2325;365.6131;258.7046;
123233;762.5947;361.3157;288.191;
123234;660.128;349.0129;202.0032;
123235;546.2133;337.758;103.6952;
123236;586.6535;344.2445;134.3858;
123237;672.3581;353.7978;207.8166;
123238;669.8669;355.9388;202.5716;
123239;767.4222;368.5113;283.445;
123240;818.1293;375.5328;325.3345;
123241;806.8191;378.0421;311.4429;
123242;800.7141;377.6293;305.2055;
123243;724.201;370.4122;237.729;
123244;637.2565;363.9203;160.2576;
123245;615.034;358.5517;144.9462;
123246;510.9354;343.1187;61.73507;
123247;498.3382;337.5465;56.56113;
123248;520.9614;337.9527;77.25777;
123249;503.5163;331.6093;68.6107;
123250;460.0513;324.1985;35.79366;
123251;614.5294;347.7296;158.8376;
123252;812.2596;375.2863;319.377;
123253;1007.339;395.6705;489.1315;
123254;1058.074;398.519;535.9831;
123255;1099.723;387.6096;592.5452;
123256;1123.25;373.0414;635.9195;
123257;1066.974;356.3793;601.3278;
123258;1075.311;342.1661;629.0378;
123259;1025.049;330.3852;595.0854;
123260;1058.022;327.6381;632.0861;
123261;990.9362;329.8129;562.0605;
123262;968.2892;332.4295;536.2632;
123263;1048.249;332.2546;615.8601;
123264;993.9937;326.3665;569.5015;
123265;970.7278;319.7115;555.325;
123266;996.1719;315.1262;587.1452;
123267;1052.072;310.263;650.7211;
123268;1047.887;306.6033;651.1511;
123269;1008.238;312.8506;603.9471;
123270;872.1762;314.6476;461.1318;
123271;912.6061;319.231;496.7835;
123272;865.4583;316.4408;453.2666;
123273;915.9949;316.2025;504.5119;
123274;1043.814;316.6688;633.7252;
123275;1034.08;316.3306;626.6359;
123276;1042.906;320.9167;630.0328;
123277;960.0927;330.2865;534.1339;
123278;1071.073;343.2025;629.3896;
123279;1043.331;354.0263;587.7861;
123280;932.2311;368.1996;455.1057;
123281;783.0025;380.4366;287.9751;
123282;783.2458;392.6205;273.0896;
123283;765.4766;401.0938;243.9583;
123284;732.0648;406.455;202.3529;
123285;626.7203;399.3979;105.4642;
123286;563.548;392.8297;49.18816;
123287;543.1148;387.1455;38.84011;
123288;511.7356;375.9012;22.60945;
123289;479.2873;363.0221;8.221601;
123290;469.6686;357.9319;4.961304;
123291;478.8837;360.4839;10.98572;
123292;526.6838;368.7079;44.43898;
123293;494.3828;367.3978;15.66348;
123294;471.7076;356.0322;7.72542;
123295;449.6258;341.7343;4.39427;
123296;438.0645;333.2423;4.252518;
123297;433.5281;330.3737;4.181638;
123298;437.0277;333.6308;2.622383;
123299;455.5399;338.7307;13.82065;
123300;453.2156;342.2088;7.087512;
123301;458.5308;340.847;14.10414;
123302;441.1058;336.0135;1.204876;
123303;438.2999;332.7848;4.465127;
123304;433.2773;329.3356;4.252501;
123305;427.0854;325.4556;1.346625;
123306;422.7307;322.5182;0;
123307;420.0587;320.2437;0.2126249;
123308;417.8679;317.8939;1.700999;
123309;414.5282;315.6601;0;
123310;411.9901;313.4498;1.842748;
123311;406.7537;309.7039;0.07087491;
123312;400.3018;304.7483;0;
123313;392.2672;298.6585;0;
123314;382.7059;291.4658;0;
123315;373.1508;284.2728;0;
123316;365.056;278.055;0;
123317;357.7626;272.6342;0;
123318;350.9465;267.5936;0;
123319;344.396;262.5113;0;
123320;338.141;257.715;0;
123321;332.6987;253.5338;0;
123322;327.9797;249.9067;0;
123323;323.9063;246.871;0;
123324;319.8848;243.6998;0;
123325;315.217;240.1465;0;
123326;309.2332;235.5635;0;
123327;301.9396;229.9563;0;
123328;294.1796;224.0882;0;
123329;286.7591;218.5275;0;
123330;279.3063;212.7816;0;
123331;271.692;206.9824;0;
123332;264.1584;201.2126;0;
123333;257.0324;195.7688;0;
123334;250.6572;190.9958;0;
123335;245.3547;186.9538;0;
123336;241.1827;183.8438;0;
123337;238.6989;181.9483;0;
123338;236.9843;180.6294;0;
123339;235.8765;179.9147;0;
123340;235.6577;179.3981;0;
123341;236.8674;180.661;0;
123342;239.1527;182.3021;0;
123343;241.5181;184.2049;0;
123344;244.2309;186.2822;0;
123345;246.9637;188.4352;0;
123346;250.3042;191.0068;0;
123347;254.2729;193.9975;0;
123348;258.6419;197.3253;0;
123349;262.9045;200.572;0;
123350;267.0397;203.5216;0;
123351;270.5475;206.1866;0;
123352;273.4802;208.5369;0;
123353;276.173;210.5038;0;
123354;277.9166;211.7372;0;
123355;278.4318;212.0752;0;
123356;276.8087;210.9118;0;
123357;274.4314;208.9869;0;
123358;271.2785;206.6949;0;
123359;268.0661;204.3335;0;
123360;264.773;201.8612;0;
123361;261.7074;199.5463;0;
123362;259.5498;197.6674;0;
123363;258.0806;196.6321;0;
123364;257.1789;195.8178;0;
123365;256.5913;195.4573;0;
123366;256.5113;195.4516;0;
123367;257.0993;195.7251;0;
123368;258.1148;196.7317;0;
123369;259.0969;197.5579;0;
123370;259.3375;197.5579;0;
123371;258.7231;197.2846;0;
123372;257.3203;196.2085;0;
123373;255.5636;194.8298;0;
123374;254.1275;193.7537;0;
123375;253.3526;193.3698;0;
123376;253.6333;193.556;0;
123377;255.7375;194.9289;0;
123378;258.9707;197.2559;0;
123379;262.7049;200.1297;0;
123380;266.2253;202.8174;0;
123381;268.9107;204.9117;0;
123382;270.3737;206.1799;0;
123383;270.2935;206.2788;0;
123384;269.3317;205.4877;0;
123385;267.675;204.1555;0;
123386;265.297;202.3871;0;
123387;263.3932;200.9153;0;
123388;261.8836;199.6006;0;
123389;260.08;198.1579;0;
123390;257.8154;196.593;0;
123391;255.5309;194.8594;0;
123392;253.3064;193.2189;0;
123393;251.7765;192.1251;0;
123394;250.9277;191.3336;0;
123395;250.7004;191.2753;0;
123396;250.9539;191.2751;0;
123397;251.7952;191.8739;0;
123398;252.7832;191.9723;2.268124;
123399;253.0972;191.9839;4.110979;
123400;252.6363;191.664;4.252741;
123401;251.2937;190.5297;4.252744;
123402;249.3032;188.6857;4.252748;
123403;246.3841;186.5915;4.252749;
123404;242.5632;183.997;2.551651;
123405;238.0811;181.1524;0;
123406;234.2068;178.4765;0;
123407;230.78;175.9053;0;
123408;227.6539;173.5144;0;
123409;225.0154;171.5541;0;
123410;222.8177;169.8438;0;
123411;221.208;168.5291;0;
123412;219.9922;167.6915;0;
123413;219.6383;167.4414;0;
123414;219.6383;167.5403;0;
123415;220.2864;168.0465;0;
123416;221.2951;168.7213;0;
123417;222.551;169.8442;0;
123418;224.0941;170.9436;0;
123419;224.9024;171.7116;0;
123420;224.8489;171.5544;0;
123421;223.773;170.571;0;
123422;221.308;168.7036;0;
123423;217.5937;165.8412;0;
123424;212.7774;162.2228;0;
123425;207.5736;158.2262;0;
123426;202.43;154.2239;0;
123427;197.5402;150.4368;0;
123428;193.579;147.3128;0;
123429;190.4795;145.0325;0;
123430;188.2351;143.3513;0;
123431;187.0461;142.4205;0;
123432;186.7723;142.3682;0;
123433;187.3268;142.5079;0;
123434;188.7897;143.5201;0;
123435;191.0276;145.2944;0;
123436;193.6462;147.3946;0;
123437;196.5854;149.5761;0;
123438;199.5113;151.746;0;
123439;201.8894;153.6774;0;
123440;203.7155;155.0755;0;
123441;204.8115;155.8088;0.1417587;
123442;205.292;156.3669;0.1417587;
123443;205.1517;156.3727;0;
123444;204.5128;155.7288;0;
123445;203.0769;154.6586;0;
123446;201.2508;153.2773;0;
123447;198.6323;151.3053;0;
123448;195.4466;149.0079;0;
123449;192.2808;146.5883;0;
123450;189.1236;144.2109;0;
123451;185.8369;141.6976;0;
123452;182.6838;139.2891;0;
123453;179.544;136.8398;0;
123454;176.0034;134.1928;0;
123455;172.5305;131.529;0;
123456;169.3587;129.0226;0;
123457;166.6796;126.9746;0;
123458;164.6485;125.4385;0;
123459;163.2588;124.4202;0;
123460;162.4636;123.7569;0;
123461;161.937;123.5716;0;
123462;161.9378;123.5722;0;
123463;161.832;123.5032;0;
123464;161.2513;122.881;0;
123465;161.1653;122.8759;0;
123466;161.8203;123.2194;0;
123467;162.8099;123.7786;2.4099;
123468;164.5671;124.9365;4.252766;
123469;167.305;126.8264;4.252766;
123470;170.2443;129.0836;4.252766;
123471;173.2651;131.9993;1.063191;
123472;177.1467;135.1003;0;
123473;181.2496;138.2661;0;
123474;185.9997;141.6813;2.764297;
123475;191.8261;145.3007;4.252766;
123476;199.1416;149.0651;8.930807;
123477;207.1392;152.952;14.03413;
123478;212.4773;156.7571;15.66435;
123479;217.3882;160.4753;15.80611;
123480;222.9468;164.3735;17.9325;
123481;232.5275;168.5919;25.87099;
123482;238.2598;172.7228;26.79242;
123483;240.4781;176.0685;21.61823;
123484;243.792;178.6111;22.96493;
123485;252.7379;180.5661;33.95124;
123486;262.179;182.6613;46.56859;
123487;287.5409;186.1938;91.22485;
123488;320.4253;191.1397;148.9221;
123489;312.7563;192.5889;129.7128;
123490;295.9408;190.5063;99.94235;
123491;275.0897;185.5086;68.68362;
123492;271.0146;180.8775;73.78686;
123493;251.7868;176.0892;44.72568;
123494;243.7897;171.295;41.03978;
123495;242.9079;166.2971;54.5779;
123496;236.5943;160.1123;58.40532;
123497;220.8538;152.4788;45.07981;
123498;196.7888;143.5652;20.69699;
123499;179.5518;134.6458;7.371526;
123500;167.4724;126.6223;4.252797;
123501;157.4977;119.6288;3.827516;
123502;149.4804;113.8105;0.2835194;
123503;142.8662;108.8999;0;
123504;137.4879;104.8561;0;
123505;133.3457;101.6386;0;
123506;129.7779;98.79924;0;
123507;127.0387;96.5592;0;
123508;125.0744;94.93004;0;
123509;123.3774;93.69073;0;
123510;121.6403;92.2303;0;
123511;119.5023;90.72917;0;
123512;117.6784;89.4724;0;
123513;116.4424;88.41928;0;
123514;115.2798;87.53488;0;
123515;114.5048;86.91812;0;
123516;113.9502;86.57483;0;
123517;113.8433;86.35371;0;
123518;113.5026;86.13842;0;
123519;113.042;85.87691;0;
123520;112.7082;85.75494;0;
123521;111.8199;85.00459;0;
123522;110.3035;83.93995;0;
123523;108.3659;82.40969;0;
123524;105.9206;80.48965;0;
123525;102.9745;78.22653;0;
123526;99.6675;75.69563;0;
123527;96.05984;72.90294;0;
123528;92.34521;70.12182;0;
123529;88.9184;67.49821;0;
123530;85.72488;65.11272;0;
123531;83.0132;62.98968;0;
123532;80.78176;61.30822;0;
123533;79.1992;60.12774;0;
123534;78.15038;59.26089;0;
123535;77.39623;58.65058;0;
123536;76.89532;58.26671;0;
123537;76.26802;57.95308;0;
123538;76.06782;57.81361;0;
123539;75.19319;57.20314;0;
123540;74.19792;56.42947;0;
123541;72.64835;55.26613;0;
123542;70.70431;53.77094;0;
123543;68.43298;52.00236;0;
123544;66.02111;50.18122;0;
123545;63.72285;48.39502;0;
123546;61.65842;46.80664;0;
123547;59.84787;45.42772;0;
123548;58.14415;44.19421;0;
123549;56.64753;43.14687;0;
123550;55.51847;42.2567;0;
123551;54.30915;41.39556;0;
123552;53.44059;40.69734;0;
123553;52.83925;40.09801;0;
123554;52.11773;39.78387;0;
123555;51.86385;39.2311;0;
123556;51.31598;38.99255;0;
123557;50.89503;38.50376;0;
123558;50.51426;38.40491;0;
123559;50.51427;38.40491;0;
123560;50.58791;38.44575;0;
123561;51.28949;38.92872;0;
123562;51.53674;39.11494;0;
123563;52.098;39.48153;0;
123564;52.118;39.62696;0;
123565;51.76384;39.26617;0;
123566;51.20249;38.96935;0;
123567;50.38063;38.32344;0;
123568;49.37837;37.59027;0;
123569;48.28259;36.68835;0;
123570;46.90619;35.67008;0;
123571;45.34937;34.46559;0;
123572;43.62553;33.12729;0;
123573;41.80813;31.74242;0;
123574;39.93729;30.25863;0;
123575;38.0597;28.78061;0;
123576;36.09525;27.29096;0;
123577;34.06395;25.72564;0;
123578;32.03933;24.11378;0;
123579;29.93451;22.5659;0;
123580;27.88318;20.95985;0;
123581;25.75163;19.37705;0;
123582;23.78716;17.81757;0;
123583;21.70907;16.26969;0;
123584;19.81143;14.75676;0;
123585;17.84031;13.28457;0;
123586;15.95605;11.85312;0;
123587;14.11855;10.44493;0;
123588;12.27438;9.060029;0;
123589;10.60395;7.768239;0;
123590;9.033736;6.563725;0;
123591;7.617198;5.463948;0;
123592;6.367709;4.521286;0;
123593;5.311985;3.72991;0;
123594;4.40995;3.002549;0;
123595;3.621506;2.391566;0;
123596;2.926615;1.856234;0;
123597;2.331966;1.338367;0;
123598;1.60365;0.8728505;0;
123599;1.102517;0.6982861;0;
123600;0.8018333;0.5062585;0;
123601;0.5211941;0.3491457;0;
123602;0.4009195;0.180392;0;
123603;0.4009205;-0.01163825;0;
123604;0.2138244;-0.3142333;0;
123605;-0.4009219;-0.3491486;0;
123606;-0.400923;-0.5993738;0;
123607;-0.4343341;-0.6983005;-0.1417761;
123608;-0.4142895;-0.6983032;-0.5671068;
123609;-0.400926;-0.6983044;0;
123610;-0.4009269;-0.698306;0;
123611;-0.4009272;-0.6924874;0;
123612;-0.4009277;-0.6866689;0;
123613;-0.668213;-0.6983076;0;
123614;-0.8018557;-0.7855961;0;
123615;-0.8018557;-1.047462;0;
123616;-1.409932;-1.047464;0;
123617;-1.603715;-1.286053;0;
123618;-1.603716;-1.396619;0;
123619;-1.603716;-1.396619;0;
123620;-1.603719;-1.396622;0;
123621;-1.60372;-1.396622;0;
123622;-1.60372;-1.396623;0;
123623;-1.60372;-1.402442;0;
123624;-1.603719;-1.425719;0;
123625;-1.60372;-1.646851;0;
123626;-1.670544;-1.699226;0;
123627;-1.617086;-1.745781;0;
123628;-1.603722;-1.710865;0;
123629;-1.610412;-1.594488;0;
123630;-1.637154;-1.58868;0;
123631;-1.657197;-1.414097;0;
123632;-1.663876;-1.402456;0;
123633;-1.977936;-1.431549;0;
123634;-2.345454;-1.495559;0;
123635;-2.405608;-1.728341;0;
123636;-2.405617;-1.745806;0;
123637;-2.405608;-1.745799;0;
123638;-2.405603;-1.745795;0;
123639;-2.405618;-1.745806;0;
123640;-2.405623;-1.74581;0;
123641;-2.405609;-1.7458;0;
123642;-2.405606;-1.745797;0;
123643;-2.405622;-1.745809;0;
123644;-2.405624;-1.745811;0;
123645;-2.405638;-1.728362;0;
123646;-2.405639;-1.547961;0;
123647;-2.40565;-1.443219;0;
123648;-2.345509;-1.396663;0;
123649;-1.697325;-1.396668;0;
123650;-1.603773;-1.396669;0;
123651;-1.603781;-1.396676;0;
123652;-1.603782;-1.396677;0;
123653;-1.603787;-1.396681;0;
123654;-1.603788;-1.396682;0;
123655;-1.603791;-1.268655;0;
123656;-1.603792;-1.076611;0;
123657;-1.603793;-1.047515;0;
123658;-1.603794;-1.047515;0;
123659;-1.356543;-1.047516;0;
123660;-0.80858;-1.047516;0;
123661;-0.8018978;-1.047517;0;
123662;-0.8018979;-1.047517;0;
123663;-0.8152629;-1.047517;0;
123664;-0.8152629;-1.047517;0;
123665;-0.8219454;-1.047517;0;
123666;-0.8018978;-1.047517;0;
123667;-0.8018978;-1.047517;0;
123668;-0.9021348;-1.047516;0;
123669;-1.283036;-1.047516;0;
123670;-1.523605;-1.047516;0;
123671;-1.603795;-1.047516;0;
123672;-1.603794;-1.047516;0;
123673;-1.603794;-1.047516;0;
123674;-1.603794;-1.047515;0;
123675;-1.603794;-1.047515;0;
123676;-1.343186;-1.047522;0;
123677;-1.08925;-1.047522;0;
123678;-0.9556035;-1.047526;0;
123679;-0.9355561;-1.047526;0;
123680;-1.089256;-1.047528;0;
123681;-1.075891;-1.047528;0;
123682;-0.8152722;-1.03007;0;
123683;-0.801907;-0.87876;0;
123684;-0.8019069;-0.715811;0;
123685;-0.8019085;-0.6983536;0;
123686;-0.8019117;-0.6983564;0;
123687;-0.8019126;-0.7390948;0;
123688;-0.8019141;-0.7041781;0;
123689;-0.8019144;-0.6983587;0;
123690;-0.8019149;-0.6983591;0;
123691;-0.8019146;-0.698359;0;
123692;-0.8019145;-0.6983588;0;
123693;-0.801914;-0.6983584;0;
123694;-0.8019136;-0.6983581;0;
123695;-0.8019127;-0.6983573;0;
123696;-0.8019123;-0.6983569;0;
123697;-0.8019112;-0.6983559;0;
123698;-0.8019107;-0.6983556;0;
123699;-0.8019094;-0.6983544;0;
123700;-0.8019091;-0.6983541;0;
123701;-0.8019077;-0.6983529;0;
123702;-0.8019075;-0.6983528;0;
123703;-0.801906;-0.6983515;0;
123704;-0.8019059;-0.6983514;0;
123705;-0.8019046;-0.6983502;0;
123706;-0.8019045;-0.6983501;0;
123707;-0.8019033;-0.6983491;0;
123708;-0.8019031;-0.6983489;0;
123709;-0.8019021;-0.698348;0;
123710;-0.8019019;-0.6983479;0;
123711;-0.8019011;-0.6983472;0;
123712;-0.8019009;-0.698347;0;
123713;-0.8019002;-0.6983464;0;
123714;-0.8019018;-0.6983478;0;
123715;-0.8019048;-0.6983504;0;
123716;-0.8019058;-0.7274493;0;
123717;-0.8019074;-0.7565487;0;
123718;-0.8019104;-0.7565517;0;
123719;-0.8019139;-0.9718819;0;
123720;-0.8821105;-1.047543;0;
123721;-1.136057;-1.047549;0;
123722;-1.35659;-1.047552;0;
123723;-1.329862;-1.047554;0;
123724;-1.403381;-1.04756;0;
123725;-1.476895;-1.047563;0;
123726;-1.476906;-1.047571;0;
123727;-1.597201;-1.047574;0;
123728;-1.510337;-1.047583;0;
123729;-1.176194;-1.047585;0;
123730;-1.035862;-1.047595;0;
123731;-0.8153251;-1.047597;0;
123732;-0.8220161;-1.047607;0;
123733;-0.9088964;-1.047607;0;
123734;-1.189596;-1.047617;0;
123735;-1.543803;-1.047618;0;
123736;-1.603964;-1.047627;0;
123737;-1.603966;-1.047628;0;
123738;-1.603977;-1.047635;0;
123739;-1.603979;-1.047636;0;
123740;-1.603988;-1.076743;0;
123741;-1.603991;-1.367757;0;
123742;-1.603998;-1.309561;0;
123743;-1.604001;-1.04765;0;
123744;-1.597323;-1.047654;0;
123745;-1.18964;-1.047656;0;
123746;-0.8020069;-1.047659;0;
123747;-0.8020135;-1.047668;0;
123748;-0.842122;-1.047677;0;
123749;-0.969109;-1.047678;0;
123750;-1.156248;-1.047678;0;
123751;-1.503791;-1.047679;0;
123752;-1.604044;-1.047679;0;
123753;-1.604052;-1.047684;0;
123754;-1.604057;-1.047687;-0.07089519;
123755;-1.363442;-1.047682;0;
123756;-0.8554916;-1.047681;0;
123757;-0.802021;-0.9021669;0;
123758;-0.8020204;-0.6984511;0;
123759;-0.8020144;-0.6984459;0;
123760;-0.8020135;-0.6984451;-0.07089407;
123761;-0.8020049;-0.6984376;0;
123762;-0.8020043;-0.698437;0;
123763;-0.8019992;-0.6984327;0;
123764;-0.7953158;-0.6984326;0;
123765;-0.7552141;-0.698431;-0.07089436;
123766;-0.6616477;-0.6984309;0;
123767;-0.7886305;-0.6984308;-0.07089504;
123768;-0.8019995;-0.6984329;0;
123769;-0.8020092;-0.6984413;0;
123770;-0.802009;-0.6984412;0;
123771;-0.8020088;-0.698441;0;
123772;-0.802009;-0.8381294;0;
123773;-0.8020094;-1.047662;0;
123774;-0.8487937;-1.047663;0;
123775;-0.8621611;-1.047664;0;
123776;-0.8220614;-1.047664;0;
123777;-0.8020118;-1.030204;0;
123778;-0.8020184;-0.7100901;0;
123779;-0.8020242;-0.6984544;0;
123780;-0.8020238;-0.698454;0;
123781;-0.7886564;-0.6984538;0;
123782;-0.75524;-0.6984549;0;
123783;-0.7953418;-0.6984555;0;
123784;-0.8020263;-0.6984562;0;
123785;-0.8020267;-0.6984565;-0.07089815;
123786;-0.8020273;-0.6984571;0;
123787;-0.8020275;-0.6984573;0;
123788;-0.8020279;-0.8556106;0;
123789;-0.802028;-1.047687;0;
123790;-0.8955927;-1.04768;0;
123791;-0.8889089;-1.04768;0;
123792;-0.8153815;-1.047669;0;
123793;-0.8020142;-1.018567;0;
123794;-0.8020097;-0.9836389;0;
123795;-0.8020094;-1.024381;0;
123796;-0.8020073;-1.04766;0;
123797;-0.8020071;-1.047659;-0.07089563;
123798;-0.8020065;-1.047658;0;
123799;-0.8020095;-1.047662;-0.07089563;
123800;-0.8020177;-1.047673;-0.07089604;
123801;-0.8020173;-1.047673;0;
123802;-0.8020166;-1.047672;-0.07089638;
123803;-0.8020208;-1.047677;-0.07089664;
123804;-0.8020271;-1.047685;0;
123805;-0.8020313;-1.047691;0;
123806;-0.802036;-1.047697;0;
123807;-0.80204;-1.036061;-0.07089702;
123808;-0.8020436;-0.902192;-0.07089702;
123809;-0.8020408;-0.7857774;0;
123810;-0.802039;-0.9312897;0;
123811;-0.802044;-1.041887;0;
123812;-0.8020465;-1.047711;0;
123813;-0.802043;-1.047706;0;
123814;-0.8020418;-1.047705;0;
123815;-0.8020476;-1.047712;0;
123816;-0.802049;-1.01279;0;
123817;-0.8020542;-1.018618;0;
123818;-0.802055;-1.006977;0;
123819;-0.8020595;-0.8847478;0;
123820;-0.8020598;-0.9720589;-0.07089753;
123821;-0.8020638;-1.047733;0;
123822;-0.8020639;-1.047734;0;
123823;-1.015952;-1.047738;0;
123824;-1.289992;-1.047738;0;
123825;-1.590772;-1.047741;0;
123826;-1.60414;-1.047742;0;
123827;-1.604144;-1.047744;-0.07089763;
123828;-1.604145;-1.047745;-0.07089763;
123829;-1.604147;-1.047746;-0.1417953;
123830;-1.604149;-1.047747;0;
123831;-1.604151;-1.047748;0;
123832;-1.604151;-1.047749;0;
123833;-1.604153;-1.04775;0;
123834;-1.604154;-1.04775;0;
123835;-1.604155;-1.047751;-0.07089768;
123836;-1.604155;-1.065214;0;
123837;-1.604156;-1.076856;0;
123838;-1.604157;-1.053573;0;
123839;-1.604157;-1.047753;0;
123840;-1.604158;-1.100141;0;
123841;-1.604158;-1.164171;0;
123842;-1.604159;-1.071037;0;
123843;-1.403639;-1.047754;-0.07089768;
123844;-0.9691797;-1.047754;-0.2835907;
123845;-0.8020799;-1.047754;-0.4253861;
123846;-0.8020801;-1.047755;-0.7089769;
123847;-0.8020802;-1.024471;-0.07089769;
123848;-0.8020803;-0.8265622;-0.07089769;
123849;-0.8020803;-0.6985033;0;
123850;-0.8020805;-0.6985035;-0.1417954;
123851;-0.8020805;-0.6985035;-0.07089769;
123852;-0.8020807;-0.6985035;0;
123853;-0.8020807;-0.6985035;0;
123854;-0.8020807;-0.7159661;0;
123855;-0.8020807;-1.01283;-0.07089765;
123856;-0.8020807;-1.047755;0;
123857;-1.056073;-1.047755;0;
123858;-1.443745;-1.047755;0;
123859;-1.604161;-1.047755;-0.07089765;
123860;-1.604161;-1.059397;-0.07089763;
123861;-1.604161;-1.35044;-0.07089763;
123862;-1.604161;-1.397007;0;
123863;-1.604161;-1.397007;-0.1417953;
123864;-1.604161;-1.397007;0;
123865;-1.604161;-1.175814;-0.1417953;
123866;-1.604162;-1.047755;0;
123867;-1.604162;-1.047755;0;
123868;-1.604162;-1.047755;-0.2126929;
123869;-1.604162;-1.047755;-0.07089763;
123870;-1.604162;-1.047755;-0.07089763;
123871;-1.604161;-1.047755;0;
123872;-1.604161;-1.123427;0;
123873;-1.604161;-1.356261;0;
123874;-1.604161;-1.397007;0;
123875;-1.604161;-1.397007;0;
123876;-1.604161;-1.519245;0;
123877;-1.604161;-1.740438;0;
123878;-1.604161;-1.746259;0;
123879;-1.604161;-1.746259;0;
123880;-1.604161;-1.746259;0;
123881;-1.604161;-1.746259;-0.1417952;
123882;-1.604161;-1.746259;-0.2126928;
123883;-1.604161;-1.565812;0;
123884;-1.604161;-1.397007;-0.354488;
123885;-1.604161;-1.397007;-0.9216688;
123886;-1.604161;-1.397007;-0.6380784;
