Record;Global;Difusa;Directa;
102847;288.6486;191.0425;86.35612;
102848;275.2219;201.5253;29.21061;
102849;315.9259;205.6814;101.2444;|
102850;277.7856;198.4723;40.90881;
102851;241.8399;183.2655;8.295195;
102852;219.1163;167.9708;4.253931;
102853;204.5225;157.1362;4.253924;
102854;196.5464;151.0518;4.112119;
102855;193.4439;148.1638;4.25391;
102856;193.784;147.9478;4.253904;
102857;196.4372;149.6064;4.253899;
102858;199.7188;152.732;4.253894;
102859;206.2356;157.7263;4.25389;
102860;216.222;165.3054;4.253887;
102861;221.8832;169.473;4.253882;
102862;220.947;168.7392;4.253881;
102863;217.6152;166.3328;4.253877;
102864;215.0273;164.5449;4.253876;
102865;214.1715;163.8229;4.253874;
102866;213.9308;163.7298;3.828486;
102867;211.348;161.8242;4.112075;
102868;205.2581;157.1029;3.970279;
102869;198.1262;151.6953;3.757583;
102870;192.9257;147.7135;2.268729;
102871;190.4034;145.7326;2.19783;
102872;189.3607;144.9817;3.75758;
102873;188.86;144.7028;4.182965;
102874;188.4992;144.5224;2.623215;
102875;188.6868;144.7323;0.1417954;
102876;190.0839;145.7162;0.07089768;
102877;192.9319;147.8179;1.063465;
102878;197.8175;151.607;4.112064;
102879;204.059;156.4547;4.253859;
102880;210.2356;161.2458;4.041166;
102881;215.3497;165.2046;4.041165;
102882;219.5678;168.4181;4.18296;
102883;222.4024;170.7294;3.473984;
102884;223.7515;171.6832;1.559748;
102885;222.0457;170.5122;0.6380787;
102886;218.2814;167.595;1.276157;
102887;214.778;164.8817;1.843338;
102888;214.2424;164.4153;1.20526;
102889;217.918;167.209;1.347055;
102890;224.0266;171.8302;3.403085;
102891;230.4028;176.6497;4.041164;
102892;235.9699;180.9566;4.253857;
102893;239.1647;183.6399;4.182959;
102894;240.8684;185.0713;4.182959;
102895;243.4149;187.0503;4.253856;
102896;246.0812;188.9649;4.253856;
102897;249.1959;191.0952;4.253856;
102898;254.9503;195.3965;4.253856;
102899;260.5515;199.8029;4.253856;
102900;264.9091;202.9633;4.253856;
102901;265.7245;203.5162;4.253856;
102902;260.7846;200.0292;4.253856;
102903;252.5832;193.8358;4.253856;
102904;246.1529;188.8529;4.18296;
102905;243.3389;186.7399;2.623212;
102906;243.2786;186.571;1.559748;
102907;245.3782;188.0152;2.906802;
102908;249.645;191.2476;3.828471;
102909;256.1082;196.2126;4.253857;
102910;265.8264;203.7096;4.253858;
102911;278.6878;213.612;3.544881;
102912;292.5793;224.4055;3.26129;
102913;305.7731;234.6674;1.914236;
102914;317.5832;243.8232;2.9777;
102915;328.7718;252.3445;3.119495;
102916;342.0258;262.4201;3.473983;
102917;360.4532;276.3317;4.182959;
102918;384.9298;294.481;4.253856;
102919;409.0921;312.9037;4.253856;
102920;426.7912;327.1298;4.253856;
102921;431.7501;331.2796;4.253856;
102922;420.8883;323.4038;4.253856;
102923;407.7937;313.5544;2.835904;
102924;401.1964;308.2689;2.694109;
102925;400.1466;307.1277;3.757573;
102926;402.1852;308.2976;4.253856;
102927;403.936;309.0773;4.253856;
102928;402.2717;308.047;4.253856;
102929;399.9987;306.3063;4.253856;
102930;397.7328;304.8802;4.253856;
102931;397.6123;304.9906;4.253856;
102932;398.4945;305.7356;4.253856;
102933;400.0384;306.3467;4.253858;
102934;402.8524;305.753;7.231558;
102935;400.7267;305.6481;4.324754;
102936;404.7839;310.1534;4.253857;
102937;413.7805;317.4818;4.253857;
102938;429.7352;329.6416;4.253856;
102939;455.4685;348.6234;4.253856;
102940;476.8439;362.1569;8.082328;
102941;468.7362;356.0508;8.791306;
102942;435.2292;333.4541;4.253857;
102943;407.1363;312.7318;4.253857;
102944;393.0798;301.6489;4.253858;
102945;393.1199;301.3229;4.253858;
102946;403.1064;308.8614;4.253894;
102947;416.2477;318.5186;4.253918;
102948;428.0254;327.1396;4.253911;
102949;433.56;331.5521;4.253907;
102950;437.8314;334.6373;4.2539;
102951;445.204;338.8285;5.31737;
102952;454.4056;344.8688;8.507557;
102953;467.5659;354.6067;8.507498;
102954;480.2171;365.8455;5.884378;
102955;490.4433;375.2809;4.253772;
102956;499.4589;380.3734;7.231444;
102957;506.0894;379.8087;17.08606;
102958;508.8092;376.0073;27.08256;
102959;512.8126;370.5064;38.42594;
102960;503.3382;366.5052;33.67493;
102961;492.5296;370.5966;15.1714;
102962;499.8506;378.1311;12.76072;
102963;505.7431;381.7962;12.76067;
102964;508.8406;386.5611;8.01074;
102965;533.963;398.7425;21.76355;
102966;608.2405;420.7818;74.43492;
102967;820.6489;440.5583;301.9209;
102968;737.7807;441.1081;195.9386;
102969;592.0322;435.9621;28.71038;
102970;565.8382;427.7718;11.55526;
102971;546.9523;412.4138;12.7603;
102972;558.9834;392.6378;55.86143;
102973;651.8222;375.1094;194.8047;
102974;837.6648;362.651;441.6405;
102975;988.3422;355.6225;635.023;
102976;934.8574;347.7049;581.5706;
102977;649.2681;332.6218;258.1758;
102978;477.2026;321.4632;64.86266;
102979;569.6502;334.7413;157.3;
102980;620.9536;343.377;202.9516;
102981;534.919;337.6646;113.6325;
102982;725.4068;333.0429;344.7963;
102983;447.5355;321.7671;34.8056;
102984;574.7357;323.1111;178.8483;
102985;734.3424;312.9472;387.9642;
102986;821.8795;305.2184;499.4693;
102987;807.8065;314.004;466.2931;
102988;723.0494;323.9614;352.7325;
102989;601.2268;315.7131;222.7966;
102990;779.687;305.6157;447.2944;
102991;938.5632;302.5298;638.333;
102992;898.3997;306.5335;585.0262;
102993;961.5807;320.1795;634.717;
102994;696.2739;327.3955;309.6318;
102995;421.8315;319.3927;8.860793;
102996;397.4463;304.4417;4.25318;
102997;395.7614;297.9173;12.19244;
102998;592.5086;313.659;215.4233;
102999;799.8138;330.2327;424.4668;
103000;432.0534;329.4588;6.16713;
103001;427.0015;327.8527;4.253232;
103002;426.1468;327.4633;4.253256;
103003;416.4709;319.968;4.253278;
103004;400.9543;307.5666;4.253265;
103005;383.6934;294.4202;4.253257;
103006;385.5852;295.3926;4.253284;
103007;412.0019;313.7597;4.53685;
103008;437.5832;324.2585;18.1473;
103009;471.3906;324.3343;53.30766;
103010;413.9001;315.919;5.600123;
103011;393.6118;301.9868;4.253251;
103012;386.5346;296.5976;1.913958;
103013;388.0648;297.6335;1.346858;
103014;395.2692;303.0287;2.764629;
103015;401.865;308.1325;0;
103016;405.654;310.763;0.1417752;
103017;419.6808;316.4256;9.569836;
103018;424.2859;320.9946;5.812839;
103019;427.233;323.433;6.521709;
103020;439.0881;326.89;14.67378;
103021;430.2269;329.5262;1.772192;
103022;429.966;329.5028;0.8506499;
103023;429.0837;329.0953;0.07088749;
103024;427.2188;327.6342;0.1417744;
103025;422.5074;323.8978;2.622823;
103026;419.8806;321.9944;3.189914;
103027;421.4774;322.9253;1.84306;
103028;426.1347;326.3643;0.5670944;
103029;426.743;326.6554;0.2835489;
103030;427.3446;327.0804;1.843078;
103031;441.8197;334.9606;6.521705;
103032;489.1998;350.4355;34.66438;
103033;492.5547;364.1816;19.84868;
103034;509.4819;371.3341;28.78047;
103035;496.6579;371.3515;13.75224;
103036;493.1428;378.4223;2.8355;
103037;588.3694;390.6141;87.90022;
103038;833.3533;396.8817;344.0157;
103039;625.8712;398.5748;116.2547;
103040;1033.876;411.0403;543.6324;
103041;539.7786;403.7477;15.80779;
103042;497.0767;381.8426;4.040548;
103043;494.912;380.2134;2.906392;
103044;511.1774;390.293;6.167224;
103045;550.1903;412.9663;16.02054;
103046;589.3101;434.8888;28.92202;
103047;839.5588;446.9816;281.28;
103048;815.1406;447.2784;252.4289;
103049;665.4835;438.9093;101.1556;
103050;672.4867;419.041;135.8902;
103051;584.0557;412.447;46.0764;
103052;814.5034;418.2722;287.8;
103053;1097.455;422.7645;588.7845;
103054;1251.167;418.6673;761.6767;
103055;866.2177;408.89;357.3391;
103056;524.8571;390.8994;19.21025;
103057;478.6098;364.4171;7.44308;
103058;723.3835;356.6815;280.9263;
103059;944.7747;356.0977;516.7692;
103060;1185.208;363.3123;764.9446;
103061;1171.271;362.6359;751.8293;
103062;1081.47;369.0124;646.1356;
103063;839.8688;362.1736;393.4227;
103064;862.7601;331.4699;463.1801;
103065;1088.686;300.6852;750.0637;
103066;1102.585;297.3622;768.0746;
103067;1012.181;301.5405;664.863;
103068;844.9711;308.4191;477.011;
103069;948.1252;306.6035;588.5912;
103070;1024.265;298.8817;681.814;
103071;970.7465;295.3611;629.1437;
103072;1041.461;283.0212;722.6502;
103073;1037.752;282.893;718.2552;
103074;1039.861;281.0343;723.9293;
103075;956.9424;285.7827;626.9518;
103076;1093.259;298.5951;755.4777;
103077;1119.043;316.0812;759.1595;
103078;1032.037;329.38;646.4908;
103079;498.4498;338.7187;62.30958;
103080;702.0483;350.8705;262.6312;
103081;490.6709;342.7632;50.04519;
103082;432.6136;329.0905;7.655512;
103083;416.4147;321.2974;1.559456;
103084;479.0782;331.6866;52.73723;
103085;643.9594;342.3331;208.751;
103086;406.7295;314.5396;0.7797085;
103087;395.4485;305.2685;0.4252917;
103088;427.4034;325.2943;7.58437;
103089;475.0529;347.211;27.50211;
103090;467.8677;348.6928;16.51538;
103091;469.7955;346.8519;20.41378;
103092;743.1549;354.0305;295.1487;
103093;951.4468;351.5903;526.361;
103094;437.3112;326.7092;14.74319;
103095;403.6818;310.6191;4.252832;
103096;400.514;306.3768;5.245155;
103097;407.8476;300.7254;22.11465;
103098;902.9104;290.9907;561.0175;
103099;1029.286;278.2759;714.968;
103100;918.4919;258.8539;625.5879;
103101;964.8209;249.392;688.4573;
103102;1004.74;246.954;735.238;
103103;987.5718;245.2249;719.3597;
103104;1009.078;249.5711;736.0165;
103105;966.0015;253.5557;684.4152;
103106;995.5113;254.1956;716.5945;
103107;1013.427;236.996;759.9723;
103108;1002.383;220.9665;771.0294;
103109;997.737;211.5404;780.5267;
103110;999.4678;207.8634;785.9175;
103111;996.1016;204.2737;787.3457;
103112;990.3381;202.296;783.4548;
103113;989.1467;201.7791;783.1154;
103114;982.9414;200.5691;780.0643;
103115;974.1044;193.6865;780.6267;
103116;973.9445;187.8275;789.3421;
103117;972.3549;184.8719;792.1738;
103118;968.59;186.7984;785.8766;
103119;973.4968;189.935;787.304;
103120;973.5919;190.8197;786.0935;
103121;966.3705;189.0395;782.5457;
103122;963.1505;187.806;781.6194;
103123;968.4955;190.116;783.4599;
103124;982.7569;199.3084;788.6219;
103125;992.1762;207.9194;786.9872;
103126;995.5049;210.7751;786.5513;
103127;997.1805;213.6375;785.4854;
103128;993.0514;215.1604;779.8768;
103129;983.1289;214.5201;770.236;
103130;984.1498;214.3788;772.2834;
103131;978.9449;207.9262;778.3784;
103132;970.9888;198.5635;781.2175;
103133;965.45;191.7154;786.4626;
103134;968.2592;192.0347;789.7969;
103135;975.2;196.9335;791.0007;
103136;985.237;205.9042;789.1507;
103137;962.5481;206.2415;765.8328;
103138;925.7341;200.3472;734.7916;
103139;918.0908;197.8628;730.8232;
103140;913.8942;195.1164;731.109;
103141;922.2584;195.7855;741.3871;
103142;934.4238;198.3454;752.0916;
103143;932.5265;197.3505;750.6748;
103144;935.8802;193.08;760.9534;
103145;933.0878;191.4393;760.7415;
103146;935.3328;191.8175;764.2155;
103147;925.96;190.1129;758.0497;
103148;913.1531;188.705;745.5048;
103149;908.7576;189.0018;741.1109;
103150;901.7697;189.5313;733.0311;
103151;906.7073;188.938;740.8283;
103152;912.5869;189.1009;747.3495;
103153;920.1283;191.3697;754.6429;
103154;937.5916;192.5449;775.3367;
103155;937.6711;196.2509;771.2988;
103156;929.6874;200.4283;756.4858;
103157;374.1938;188.9662;143.8828;
103158;256.8781;191.2584;9.214099;
103159;583.0022;195.3949;368.4949;
103160;929.2894;201.9111;757.4735;
103161;905.5656;198.9089;736.213;
103162;784.5157;200.3285;597.0081;
103163;667.0338;205.0413;455.3946;
103164;580.2429;216.7996;342.9802;
103165;898.015;225.0668;694.1767;
103166;887.4593;231.2339;673.4101;
103167;878.0723;235.4053;657.8904;
103168;781.3275;230.9196;553.9836;
103169;900.3197;227.6848;696.5925;
103170;896.7057;218.8414;707.9337;
103171;885.9167;212.5522;707.2264;
103172;862.7413;208.0258;688.586;
103173;862.3143;205.7918;691.6348;
103174;852.4339;205.8036;681.0745;
103175;862.9034;199.4969;704.5361;
103176;869.9724;199.0316;714.5306;
103177;866.0847;199.6485;709.9949;
103178;865.0365;199.6079;710.7042;
103179;862.9059;202.4822;704.8216;
103180;855.0365;207.2765;690.1501;
103181;862.947;208.2307;699.6482;
103182;836.069;207.7359;670.4396;
103183;840.1172;207.1075;677.1707;
103184;840.1035;203.5875;684.6857;
103185;836.0079;199.9977;686.2454;
103186;835.2197;199.1191;688.586;
103187;838.4265;198.706;694.1857;
103188;841.7072;200.1665;697.4475;
103189;855.3896;201.8828;713.608;
103190;857.8755;201.9819;717.7203;
103191;846.8254;204.1637;702.4813;
103192;832.1415;207.4046;680.6514;
103193;816.5352;206.817;664.6329;
103194;840.0859;202.4768;701.2781;
103195;846.6066;198.5147;717.0842;
103196;835.1094;198.9628;703.9012;
103197;819.8304;200.6734;685.0475;
103198;794.0562;196.7288;661.5159;
103199;768.5688;188.6882;644.1506;
103200;726.1523;185.4302;598.4337;
103201;723.587;176.0572;612.6805;
103202;761.0872;166.6668;676.543;
103203;769.805;161.5466;696.8101;
103204;760.1503;158.1137;692.765;
103205;739.0115;154.7275;673.2746;
103206;747.8566;151.6089;691.5623;
103207;762.2271;150.5733;713.1813;
103208;768.8811;150.5209;722.8215;
103209;770.3777;150.8932;727.2169;
103210;771.5001;151.9871;727.3591;
103211;766.4896;153.5347;721.8314;
103212;760.1162;153.9245;715.4526;
103213;756.8162;152.3537;714.8863;
103214;758.3729;150.4396;722.1161;
103215;755.8613;149.0375;723.676;
103216;757.3646;146.239;732.3234;
103217;760.1443;143.6558;743.1685;
103218;757.4052;142.1606;744.0191;
103219;750.4643;141.4625;738.1366;
103220;747.8522;141.5672;736.8608;
103221;750.525;140.6364;745.0123;
103222;750.9592;138.8851;750.3992;
103223;743.3701;137.1107;745.5797;
103224;733.1414;136.139;736.6469;
103225;712.2489;134.6784;713.4617;
103226;706.149;133.5264;710.131;
103227;708.8743;133.3517;716.0155;
103228;707.0035;133.3517;715.0237;
103229;695.8195;133.3342;703.826;
103230;699.5475;133.3807;710.7018;
103231;710.9984;133.7938;727.3592;
103232;688.8381;133.1888;701.418;
103233;678.5029;132.479;690.4324;
103234;675.009;131.967;689.2988;
103235;652.9689;131.5772;662.436;
103236;659.8639;131.8798;674.1315;
103237;671.9764;131.9555;693.1273;
103238;662.3496;131.9555;681.9288;
103239;661.1405;131.4319;684.2679;
103240;671.4628;130.0124;704.3271;
103241;672.3181;128.7149;710.0685;
103242;661.721;127.6558;700.4214;
103243;656.5966;127.1263;695.9542;
103244;656.8215;127.5739;699.4918;
103245;661.7048;128.144;708.3505;
103246;651.6288;128.8943;694.7454;
103247;646.6783;129.9474;688.8627;
103248;636.2072;130.5927;675.5313;
103249;624.7962;131.7505;659.7253;
103250;615.2001;133.0997;645.1909;
103251;600.8362;134.1993;624.7081;
103252;595.5775;135.5489;616.9866;
103253;603.5543;137.7481;627.4064;
103254;614.6108;139.9182;642.4355;
103255;626.035;141.3611;658.5256;
103256;632.7963;142.6469;669.4432;
103257;630.7723;143.1124;667.8848;
103258;622.1546;143.1475;657.5382;
103259;612.1339;143.1243;645.6315;
103260;605.5673;143.1128;639.7499;
103261;603.3298;143.1246;637.9078;
103262;604.3993;143.0083;643.1536;
103263;607.9742;141.7634;654.5658;
103264;602.8238;140.2218;650.8807;
103265;600.2791;139.6343;652.3698;
103266;593.4116;139.8846;643.5812;
103267;594.5413;139.6345;649.9608;
103268;600.6346;139.5939;662.7194;
103269;605.2651;138.8028;674.2731;
103270;596.774;136.9236;668.1068;
103271;581.1602;134.5322;651.16;
103272;589.3909;134.3635;668.5943;
103273;594.7807;133.6126;682.5511;
103274;599.7377;133.0365;696.3005;
103275;599.1489;132.6523;699.3518;
103276;594.8932;132.4952;696.7296;
103277;591.379;132.6756;693.1887;
103278;588.8334;133.5075;690.7075;
103279;584.1356;134.6011;685.456;
103280;557.1117;135.1945;641.9377;
103281;569.5377;136.5151;663.275;
103282;575.3366;137.4227;674.049;
103283;539.5945;137.5973;616.0022;
103284;536.4213;137.9522;614.5143;
103285;527.1287;134.8688;608.2079;
103286;549.8771;132.1402;656.4767;
103287;505.2097;127.5673;592.2619;
103288;541.734;126.747;662.2906;
103289;534.7464;124.1057;660.3777;
103290;531.9141;122.2149;662.4338;
103291;527.3782;120.6092;661.5839;
103292;521.7333;121.3598;655.4179;
103293;514.6187;117.712;594.8168;
103294;502.8341;124.0596;650.5281;
103295;517.7527;126.4859;652.0878;
103296;516.9849;129.3252;647.6937;
103297;520.3456;132.7464;650.3873;
103298;522.8982;136.5166;648.8283;
103299;505.5147;139.4374;612.5383;
103300;443.9576;141.1597;493.674;
103301;309.0307;138.1401;245.384;
103302;330.6971;139.9846;283.5172;
103303;335.7278;143.7082;286.2106;
103304;459.859;149.893;516.4977;
103305;516.2525;157.3635;614.1694;
103306;523.0873;160.1214;626.4317;
103307;450.2256;158.5447;489.2093;
103308;456.9268;156.619;508.4179;
103309;526.5552;156.5899;653.7206;
103310;522.774;155.2984;653.579;
103311;522.1267;153.815;660.8131;
103312;483.8278;149.842;598.7382;
103313;409.6162;144.4778;462.0067;
103314;387.4835;138.3167;435.4947;
103315;354.0455;132.9757;381.5536;
103316;374.2695;128.3039;438.5402;
103317;382.8481;125.1679;469.9398;
103318;354.2402;124.0916;414.5099;
103319;283.5285;117.8719;283.3094;
103320;343.3302;117.9592;416.7058;
103321;391.8944;121.1301;520.5447;
103322;317.2007;116.5454;369.4985;
103323;306.3506;114.0202;355.6762;
103324;384.3379;110.7154;545.8472;
103325;287.3697;105.9735;340.6491;
103326;221.0206;104.2803;194.778;
103327;301.0396;107.4922;375.7404;
103328;246.7098;105.2232;254.0382;
103329;190.9565;107.3874;118.5118;
103330;210.4249;106.4507;169.8282;
103331;276.4879;114.0091;307.131;
103332;377.5188;117.2325;547.6354;
103333;213.1323;107.5279;177.7713;
103334;127.2006;94.98948;10.56136;
103335;129.1917;94.82667;16.23179;
103336;152.7224;100.1911;56.35043;
103337;309.1728;110.8677;418.1968;
103338;260.6217;114.3588;285.0838;
103339;206.5596;109.0937;165.9368;
103340;181.4324;107.0401;110.7917;
103341;216.1088;108.8329;195.4996;
103342;252.6154;114.8087;275.6711;
103343;216.6056;117.556;171.8982;
103344;215.3971;117.6029;169.8426;
103345;315.8047;121.3216;436.0194;
103346;281.8783;122.1192;344.2242;
103347;270.4215;120.869;320.7635;
103348;268.2464;122.1272;311.8335;
103349;278.1452;121.1221;348.6971;
103350;253.1184;118.1906;290.6395;
103351;173.5759;107.0777;100.3058;
103352;134.1018;100.224;13.18505;
103353;129.5189;94.33585;20.48641;
103354;116.7855;87.87845;6.8761;
103355;111.2072;83.96304;7.443241;
103356;110.9073;83.53303;9.569945;
103357;124.0243;86.71046;36.08231;
103358;138.8609;92.65929;57.13653;
103359;163.9663;100.6786;104.1361;
103360;151.3463;106.9768;38.2803;
103361;161.8512;111.7781;52.31646;
103362;174.2869;116.934;72.30666;
103363;195.8038;120.0124;134.2635;
103364;234.9921;122.2489;265.1968;
103365;228.6841;120.992;251.3026;
103366;188.1645;114.9586;136.9588;
103367;185.151;109.5874;153.8306;
103368;164.3233;104.537;103.2866;
103369;205.9557;100.4227;283.2755;
103370;169.2829;93.38734;180.6965;
103371;155.8779;86.15371;167.7241;
103372;174.6835;80.10751;274.7679;
103373;97.11854;71.80294;14.31966;
103374;86.84754;65.34909;6.167333;
103375;78.92205;59.72738;4.253344;
103376;73.5026;54.60036;11.69674;
103377;73.50275;51.80701;27.22159;
103378;75.46093;51.37064;36.08284;
103379;87.16907;52.78487;78.68705;
103380;84.81013;54.66467;57.77452;
103381;81.80956;57.01582;33.95562;
103382;79.75127;59.58813;10.91682;
103383;82.16379;61.97425;5.954654;
103384;82.25069;62.22453;5.38756;
103385;82.29091;62.22461;6.167367;
103386;87.7975;62.92883;28.71019;
103387;83.46728;62.85331;8.790303;
103388;83.26684;62.52743;11.6968;
103389;89.1276;62.72531;41.54097;
103390;102.7069;63.8427;107.255;
103391;117.9036;65.74583;184.9504;
103392;139.3552;67.17168;302.6268;
103393;137.2834;66.96793;297.4491;
103394;117.9703;64.72732;204.3013;
103395;76.67752;57.76095;9.286356;
103396;67.31503;50.83545;4.253297;
103397;60.45855;45.56858;4.253327;
103398;54.6045;41.1805;4.253332;
103399;49.05789;36.82737;4.253353;
103400;43.82531;32.78846;5.245784;
103401;39.93594;29.45372;9.924406;
103402;35.88618;26.73006;4.253306;
103403;32.59824;24.51271;4.253286;
103404;30.33945;22.84242;4.253276;
103405;28.58186;21.57951;4.253262;
103406;27.37229;20.60761;4.25328;
103407;26.46343;19.96162;4.253301;
103408;27.83336;19.55422;20.6284;
103409;31.02098;19.43199;51.25195;
103410;25.82182;18.95475;8.152091;
103411;25.18026;18.66375;7.443191;
103412;25.36733;18.09339;16.94207;
103413;27.32532;17.41247;49.05397;
103414;22.82117;16.27178;15.66606;
103415;19.73379;14.84013;3.757011;
103416;20.46214;14.31051;19.56477;
103417;20.35521;14.39779;13.9647;
103418;19.86065;14.86915;4.253201;
103419;19.70695;14.90407;1.70128;
103420;18.8649;14.32207;3.260781;
103421;18.38375;13.84486;4.182306;
103422;17.67536;13.61786;1.984821;
103423;17.32787;13.16976;0.07088646;
103424;16.39232;12.47723;0;
103425;15.62383;11.90109;0;
103426;14.80855;11.27839;0;
103427;13.64579;10.40545;0;
103428;12.25581;9.311359;0;
103429;10.67872;8.095061;0;
103430;9.135043;6.890399;0;
103431;7.644832;5.755576;0;
103432;6.308319;4.719685;0;
103433;5.145554;3.794369;0;
103434;4.163218;2.997083;0;
103435;3.234364;2.298746;0;
103436;2.439154;1.792453;0;
103437;2.018146;1.396713;0;
103438;1.603821;1.047533;0;
103439;1.470167;0.8322055;-1.559498;
103440;0.8420034;0.6983531;-1.205066;
103441;0.7350873;0.5004894;0;
103442;0.4009583;0.2211476;0;
103443;0.3341338;-0.06401695;0;
103444;-0.3809136;-0.355003;0;
103445;-0.4410603;-0.6750915;0;
103446;-0.8019288;-0.6983713;0;
103447;-1.002422;-1.00683;0;
103448;-1.603877;-1.315282;0;
103449;-1.603899;-1.396778;0;
103450;-1.6039;-1.39678;0;
103451;-1.603915;-1.460813;0;
103452;-1.730893;-1.652872;0;
103453;-1.97149;-1.716901;0;
103454;-2.245497;-1.681983;0;
103455;-2.392543;-1.728557;0;
103456;-2.405916;-1.699462;0;
103457;-2.405944;-1.676201;0;
103458;-2.39927;-1.740229;0;
103459;-2.405978;-1.746067;0;
103460;-2.405988;-1.746075;0;
103461;-2.40601;-1.746091;0;
103462;-2.399339;-1.746099;0;
103463;-2.40604;-1.746112;0;
103464;-2.406045;-1.746116;0;
103465;-2.406052;-1.746121;0;
103466;-2.40606;-1.746126;0;
103467;-2.406066;-1.746132;0;
103468;-2.406076;-1.746139;0;
103469;-2.406083;-1.746143;0;
103470;-2.406094;-1.746152;0;
103471;-2.4061;-1.746156;0;
103472;-2.406112;-1.746164;0;
103473;-2.406116;-1.746168;0;
103474;-2.406129;-1.746176;0;
103475;-2.406132;-1.746179;0;
103476;-2.406144;-1.746188;0;
103477;-2.406146;-1.746189;0;
103478;-2.406158;-1.769481;0;
103479;-2.406159;-2.01977;0;
103480;-2.40617;-1.821876;0;
103481;-2.406171;-1.746207;0;
103482;-2.406181;-1.746214;0;
103483;-2.406182;-1.746215;0;
103484;-2.406189;-1.949947;0;
103485;-2.406191;-2.095466;0;
103486;-2.439617;-2.101293;0;
103487;-2.686923;-2.37487;0;
103488;-2.51983;-2.421441;0;
103489;-2.406206;-2.25264;0;
103490;-2.40621;-2.305031;0;
103491;-2.406225;-2.229374;0;
103492;-2.406247;-2.095516;0;
103493;-2.406262;-2.095528;0;
103494;-2.406278;-2.095542;0;
103495;-2.406291;-2.095553;0;
103496;-2.580091;-2.217804;-0.07089749;
103497;-2.80066;-2.444816;-0.07089749;
103498;-2.807338;-2.444811;0;
103499;-3.074695;-2.444804;0;
103500;-3.208373;-2.444801;-0.07089755;
103501;-3.208397;-2.444819;0;
103502;-3.208405;-2.508857;0;
103503;-3.208427;-2.765;0;
103504;-3.208432;-2.514699;-0.1417951;
103505;-3.20845;-2.44486;-0.07089757;
103506;-3.208453;-2.444862;-0.1417951;
103507;-3.208469;-2.444874;-0.1417951;
103508;-3.20847;-2.444875;0;
103509;-2.907688;-2.444885;0;
103510;-2.807424;-2.444885;0;
103511;-2.807433;-2.444893;-0.2126927;
103512;-2.807434;-2.444894;-0.2126927;
103513;-2.814124;-2.4449;-0.7089757;
103514;-2.807441;-2.444901;-0.7089757;
103515;-2.807446;-2.444905;-0.2126927;
103516;-2.807447;-2.444906;-0.3544878;
103517;-2.807451;-2.444909;-0.496283;
103518;-2.807452;-2.444911;0;
103519;-3.074832;-2.444913;-0.9216684;
103520;-3.208521;-2.444914;-0.6380781;
103521;-3.208523;-2.444916;-0.4253854;
103522;-3.195176;-2.444932;-0.496283;
103523;-2.941189;-2.444951;-0.4253854;
103524;-2.807496;-2.444948;-0.8507708;
103525;-2.660434;-2.444946;-0.4253854;
103526;-2.413124;-2.444963;-0.7798733;
103527;-2.413136;-2.444975;-0.2835903;
103528;-2.493367;-2.444991;-1.417951;
103529;-2.406475;-2.444999;-1.134361;
103530;-2.4065;-2.421738;-0.2835926;
103531;-2.406509;-2.433391;-1.063499;
103532;-2.406541;-2.445067;-2.127041;
103533;-2.406549;-2.445075;-1.205331;
103534;-2.406586;-2.445112;-1.134447;
103535;-2.406592;-2.445118;-0.2836133;
103536;-2.406631;-2.445157;-1.205376;
103537;-2.406634;-2.44516;-1.630803;
103538;-2.406674;-2.421914;-0.6381491;
103539;-2.406676;-2.154108;-0.4963397;
103540;-2.406711;-2.095919;-0.9217808;
103541;-2.406716;-2.095923;-0.141813;
103542;-2.406745;-2.095949;-0.07090683;
103543;-2.406751;-2.101776;-1.914487;
103544;-2.406776;-2.398727;-1.701775;
103545;-2.406783;-2.445312;-1.134519;
103546;-2.406802;-2.445332;-1.630877;
103547;-2.40681;-2.44534;-2.694495;
103548;-2.406826;-2.445356;-1.276344;
103549;-2.406834;-2.439542;-1.276346;
103550;-2.406847;-2.20084;-1.418165;
103551;-2.406855;-2.0844;-1.27635;
103552;-2.13275;-1.921382;-1.276352;
103553;-2.092643;-1.979613;-1.559987;
103554;-2.400195;-2.096066;-1.630898;
103555;-2.326658;-2.096073;-1.843625;
103556;-2.386836;-2.096078;-0.9927221;
103557;-2.406901;-2.096084;-0.3545438;
103558;-2.386847;-1.898124;-0.9218148;
103559;-2.106048;-1.746745;-2.410902;
103560;-2.179594;-1.746746;-2.978174;
103561;-2.03251;-1.746751;-1.772724;
103562;-1.845307;-1.746752;-1.772724;
103563;-1.611305;-1.746757;-1.843634;
103564;-1.624677;-1.746757;-1.630907;
103565;-1.858688;-1.746761;-1.985454;
103566;-2.01915;-1.746761;-1.48909;
103567;-2.320022;-1.746765;-2.694546;
103568;-2.406939;-1.927264;-2.410909;
103569;-2.406943;-2.096121;-1.985455;
103570;-2.406944;-2.096122;-1.985455;
103571;-2.406946;-2.096124;-2.127274;
103572;-2.406947;-1.869044;-2.410911;
103573;-2.373519;-1.746772;-1.772729;
103574;-2.40695;-1.746773;-1.843638;
103575;-2.406951;-1.746774;-1.70182;
103576;-2.406952;-1.746774;-1.560002;
103577;-2.406953;-1.746775;-0.5672734;
103578;-2.406954;-1.746776;-2.340003;
103579;-2.406955;-1.746776;-1.77273;
103580;-2.406955;-1.746777;-0.6381828;
